CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EQUIP,AVAIL,ACTIVATE,CASEWGT,PSUSTRAT,VERSION
7250,23,59,1-23-2017-059-02,2,2,13,0,8,66.34311433204550000000,5,2
7250,23,59,1-23-2017-059-02,2,2,14,0,8,66.34311433204550000000,5,2
7250,23,59,1-23-2017-059-02,2,2,15,0,8,66.34311433204550000000,5,2
7250,23,59,1-23-2017-059-02,2,2,16,0,8,66.34311433204550000000,5,2
7294,23,60,1-23-2017-060-04,4,1,2,1,2,3008.74527679183000000000,5,2
7294,23,60,1-23-2017-060-04,4,1,3,0,8,3008.74527679183000000000,5,2
7294,23,60,1-23-2017-060-04,4,1,13,0,8,3008.74527679183000000000,5,2
7294,23,60,1-23-2017-060-04,4,1,14,0,8,3008.74527679183000000000,5,2
7294,23,60,1-23-2017-060-04,4,1,15,0,8,3008.74527679183000000000,5,2
7294,23,60,1-23-2017-060-04,4,1,16,0,8,3008.74527679183000000000,5,2
7347,23,61,1-23-2017-061-04,4,1,2,9,8,703.85275360393300000000,5,2
7347,23,61,1-23-2017-061-04,4,1,3,9,8,703.85275360393300000000,5,2
7347,23,61,1-23-2017-061-04,4,1,13,9,8,703.85275360393300000000,5,2
7347,23,61,1-23-2017-061-04,4,1,14,9,8,703.85275360393300000000,5,2
7347,23,61,1-23-2017-061-04,4,1,15,9,8,703.85275360393300000000,5,2
7347,23,61,1-23-2017-061-04,4,1,16,9,8,703.85275360393300000000,5,2
7348,23,62,1-23-2017-062-02,3,1,2,0,8,66.34311433204550000000,5,2
7348,23,62,1-23-2017-062-02,3,1,3,0,8,66.34311433204550000000,5,2
7348,23,62,1-23-2017-062-02,3,1,13,0,8,66.34311433204550000000,5,2
7348,23,62,1-23-2017-062-02,3,1,14,0,8,66.34311433204550000000,5,2
7348,23,62,1-23-2017-062-02,3,1,15,0,8,66.34311433204550000000,5,2
7348,23,62,1-23-2017-062-02,3,1,16,0,8,66.34311433204550000000,5,2
7409,23,64,1-23-2017-064-01,1,1,2,0,8,90.87988786335920000000,5,2
7409,23,64,1-23-2017-064-01,1,1,3,0,8,90.87988786335920000000,5,2
7409,23,64,1-23-2017-064-01,1,1,13,0,8,90.87988786335920000000,5,2
7409,23,64,1-23-2017-064-01,1,1,14,0,8,90.87988786335920000000,5,2
7409,23,64,1-23-2017-064-01,1,1,15,0,8,90.87988786335920000000,5,2
7409,23,64,1-23-2017-064-01,1,1,16,0,8,90.87988786335920000000,5,2
7410,23,65,1-23-2017-065-03,3,2,2,0,8,218.25463655683500000000,5,2
7410,23,65,1-23-2017-065-03,3,2,3,0,8,218.25463655683500000000,5,2
7410,23,65,1-23-2017-065-03,3,2,13,0,8,218.25463655683500000000,5,2
7410,23,65,1-23-2017-065-03,3,2,14,0,8,218.25463655683500000000,5,2
7410,23,65,1-23-2017-065-03,3,2,15,0,8,218.25463655683500000000,5,2
7410,23,65,1-23-2017-065-03,3,2,16,0,8,218.25463655683500000000,5,2
7411,23,66,1-23-2017-066-03,3,1,2,0,8,218.25463655683500000000,5,2
7411,23,66,1-23-2017-066-03,3,1,3,1,2,218.25463655683500000000,5,2
7411,23,66,1-23-2017-066-03,3,1,13,0,8,218.25463655683500000000,5,2
7411,23,66,1-23-2017-066-03,3,1,14,0,8,218.25463655683500000000,5,2
7411,23,66,1-23-2017-066-03,3,1,15,0,8,218.25463655683500000000,5,2
7411,23,66,1-23-2017-066-03,3,1,16,0,8,218.25463655683500000000,5,2
7512,23,68,1-23-2017-068-03,3,1,2,0,8,169.64665344708400000000,5,2
7512,23,68,1-23-2017-068-03,3,1,3,1,2,169.64665344708400000000,5,2
7512,23,68,1-23-2017-068-03,3,1,13,0,8,169.64665344708400000000,5,2
7512,23,68,1-23-2017-068-03,3,1,14,0,8,169.64665344708400000000,5,2
7512,23,68,1-23-2017-068-03,3,1,15,0,8,169.64665344708400000000,5,2
7512,23,68,1-23-2017-068-03,3,1,16,0,8,169.64665344708400000000,5,2
7512,23,68,1-23-2017-068-03,3,2,2,0,8,169.64665344708400000000,5,2
7512,23,68,1-23-2017-068-03,3,2,3,1,9,169.64665344708400000000,5,2
7512,23,68,1-23-2017-068-03,3,2,13,0,8,169.64665344708400000000,5,2
7512,23,68,1-23-2017-068-03,3,2,14,0,8,169.64665344708400000000,5,2
7512,23,68,1-23-2017-068-03,3,2,15,0,8,169.64665344708400000000,5,2
7512,23,68,1-23-2017-068-03,3,2,16,0,8,169.64665344708400000000,5,2
7513,23,69,1-23-2017-069-04,4,1,2,0,8,605.28574683126800000000,5,2
7513,23,69,1-23-2017-069-04,4,1,3,0,8,605.28574683126800000000,5,2
7513,23,69,1-23-2017-069-04,4,1,13,0,8,605.28574683126800000000,5,2
7513,23,69,1-23-2017-069-04,4,1,14,0,8,605.28574683126800000000,5,2
7513,23,69,1-23-2017-069-04,4,1,15,0,8,605.28574683126800000000,5,2
7513,23,69,1-23-2017-069-04,4,1,16,0,8,605.28574683126800000000,5,2
7643,23,73,1-23-2017-073-05,5,1,2,0,8,68.47739230354990000000,5,2
7643,23,73,1-23-2017-073-05,5,1,3,0,8,68.47739230354990000000,5,2
7643,23,73,1-23-2017-073-05,5,1,13,0,8,68.47739230354990000000,5,2
7643,23,73,1-23-2017-073-05,5,1,14,0,8,68.47739230354990000000,5,2
7643,23,73,1-23-2017-073-05,5,1,15,0,8,68.47739230354990000000,5,2
7643,23,73,1-23-2017-073-05,5,1,16,0,8,68.47739230354990000000,5,2
7644,23,74,1-23-2017-074-03,3,2,2,0,8,210.08503831697700000000,5,2
7644,23,74,1-23-2017-074-03,3,2,3,0,8,210.08503831697700000000,5,2
7644,23,74,1-23-2017-074-03,3,2,13,0,8,210.08503831697700000000,5,2
7644,23,74,1-23-2017-074-03,3,2,14,0,8,210.08503831697700000000,5,2
7644,23,74,1-23-2017-074-03,3,2,15,0,8,210.08503831697700000000,5,2
7644,23,74,1-23-2017-074-03,3,2,16,0,8,210.08503831697700000000,5,2
7696,23,76,1-23-2017-076-06,6,1,2,1,9,544.43308161174900000000,5,2
7696,23,76,1-23-2017-076-06,6,1,3,0,8,544.43308161174900000000,5,2
7696,23,76,1-23-2017-076-06,6,1,13,0,8,544.43308161174900000000,5,2
7696,23,76,1-23-2017-076-06,6,1,14,0,8,544.43308161174900000000,5,2
7696,23,76,1-23-2017-076-06,6,1,15,0,8,544.43308161174900000000,5,2
7696,23,76,1-23-2017-076-06,6,1,16,0,8,544.43308161174900000000,5,2
7696,23,76,1-23-2017-076-06,6,2,2,0,8,544.43308161174900000000,5,2
7696,23,76,1-23-2017-076-06,6,2,3,0,8,544.43308161174900000000,5,2
7696,23,76,1-23-2017-076-06,6,2,13,0,8,544.43308161174900000000,5,2
7696,23,76,1-23-2017-076-06,6,2,14,0,8,544.43308161174900000000,5,2
7696,23,76,1-23-2017-076-06,6,2,15,0,8,544.43308161174900000000,5,2
7696,23,76,1-23-2017-076-06,6,2,16,0,8,544.43308161174900000000,5,2
7754,23,80,1-23-2017-080-03,3,1,2,0,8,106.53860627661700000000,5,2
7754,23,80,1-23-2017-080-03,3,1,3,0,8,106.53860627661700000000,5,2
7754,23,80,1-23-2017-080-03,3,1,13,0,8,106.53860627661700000000,5,2
7754,23,80,1-23-2017-080-03,3,1,14,0,8,106.53860627661700000000,5,2
7754,23,80,1-23-2017-080-03,3,1,15,0,8,106.53860627661700000000,5,2
7754,23,80,1-23-2017-080-03,3,1,16,0,8,106.53860627661700000000,5,2
7804,23,82,1-23-2017-082-06,6,1,2,0,8,206.63210011121400000000,5,2
7804,23,82,1-23-2017-082-06,6,1,3,0,8,206.63210011121400000000,5,2
7804,23,82,1-23-2017-082-06,6,1,13,0,8,206.63210011121400000000,5,2
7804,23,82,1-23-2017-082-06,6,1,14,0,8,206.63210011121400000000,5,2
7804,23,82,1-23-2017-082-06,6,1,15,0,8,206.63210011121400000000,5,2
7804,23,82,1-23-2017-082-06,6,1,16,0,8,206.63210011121400000000,5,2
7804,23,82,1-23-2017-082-06,6,2,2,0,8,206.63210011121400000000,5,2
7804,23,82,1-23-2017-082-06,6,2,3,0,8,206.63210011121400000000,5,2
7804,23,82,1-23-2017-082-06,6,2,13,0,8,206.63210011121400000000,5,2
7804,23,82,1-23-2017-082-06,6,2,14,0,8,206.63210011121400000000,5,2
7804,23,82,1-23-2017-082-06,6,2,15,0,8,206.63210011121400000000,5,2
7804,23,82,1-23-2017-082-06,6,2,16,0,8,206.63210011121400000000,5,2
7812,23,84,1-23-2017-084-07,7,3,2,0,8,309.27551365542200000000,5,2
7812,23,84,1-23-2017-084-07,7,3,3,0,8,309.27551365542200000000,5,2
7812,23,84,1-23-2017-084-07,7,3,13,0,8,309.27551365542200000000,5,2
7812,23,84,1-23-2017-084-07,7,3,14,0,8,309.27551365542200000000,5,2
7812,23,84,1-23-2017-084-07,7,3,15,0,8,309.27551365542200000000,5,2
7812,23,84,1-23-2017-084-07,7,3,16,0,8,309.27551365542200000000,5,2
7813,23,85,1-23-2017-085-06,6,1,2,9,8,157.93598721944000000000,5,2
7813,23,85,1-23-2017-085-06,6,1,3,9,8,157.93598721944000000000,5,2
7813,23,85,1-23-2017-085-06,6,1,13,9,8,157.93598721944000000000,5,2
7813,23,85,1-23-2017-085-06,6,1,14,9,8,157.93598721944000000000,5,2
7813,23,85,1-23-2017-085-06,6,1,15,9,8,157.93598721944000000000,5,2
7813,23,85,1-23-2017-085-06,6,1,16,9,8,157.93598721944000000000,5,2
7869,23,86,1-23-2017-086-03,3,1,2,1,1,619.45994013962600000000,5,2
7869,23,86,1-23-2017-086-03,3,1,3,1,1,619.45994013962600000000,5,2
7869,23,86,1-23-2017-086-03,3,1,13,0,8,619.45994013962600000000,5,2
7869,23,86,1-23-2017-086-03,3,1,14,1,9,619.45994013962600000000,5,2
7869,23,86,1-23-2017-086-03,3,1,15,0,8,619.45994013962600000000,5,2
7869,23,86,1-23-2017-086-03,3,1,16,1,2,619.45994013962600000000,5,2
7869,23,86,1-23-2017-086-03,3,2,2,0,8,619.45994013962600000000,5,2
7869,23,86,1-23-2017-086-03,3,2,3,0,8,619.45994013962600000000,5,2
7869,23,86,1-23-2017-086-03,3,2,13,0,8,619.45994013962600000000,5,2
7869,23,86,1-23-2017-086-03,3,2,14,0,8,619.45994013962600000000,5,2
7869,23,86,1-23-2017-086-03,3,2,15,0,8,619.45994013962600000000,5,2
7869,23,86,1-23-2017-086-03,3,2,16,0,8,619.45994013962600000000,5,2
7924,23,88,1-23-2017-088-03,3,1,2,0,8,144.21965787244100000000,5,2
7924,23,88,1-23-2017-088-03,3,1,3,0,8,144.21965787244100000000,5,2
7924,23,88,1-23-2017-088-03,3,1,13,0,8,144.21965787244100000000,5,2
7924,23,88,1-23-2017-088-03,3,1,14,0,8,144.21965787244100000000,5,2
7924,23,88,1-23-2017-088-03,3,1,15,0,8,144.21965787244100000000,5,2
7924,23,88,1-23-2017-088-03,3,1,16,0,8,144.21965787244100000000,5,2
7924,23,88,1-23-2017-088-03,3,2,2,1,9,144.21965787244100000000,5,2
7924,23,88,1-23-2017-088-03,3,2,3,1,2,144.21965787244100000000,5,2
7924,23,88,1-23-2017-088-03,3,2,13,0,8,144.21965787244100000000,5,2
7924,23,88,1-23-2017-088-03,3,2,14,0,8,144.21965787244100000000,5,2
7924,23,88,1-23-2017-088-03,3,2,15,0,8,144.21965787244100000000,5,2
7924,23,88,1-23-2017-088-03,3,2,16,0,8,144.21965787244100000000,5,2
7925,23,89,1-23-2017-089-06,6,1,2,0,8,279.71466705814800000000,5,2
7925,23,89,1-23-2017-089-06,6,1,3,0,8,279.71466705814800000000,5,2
7925,23,89,1-23-2017-089-06,6,1,13,0,8,279.71466705814800000000,5,2
7925,23,89,1-23-2017-089-06,6,1,14,0,8,279.71466705814800000000,5,2
7925,23,89,1-23-2017-089-06,6,1,15,0,8,279.71466705814800000000,5,2
7925,23,89,1-23-2017-089-06,6,1,16,0,8,279.71466705814800000000,5,2
7992,23,90,1-23-2017-090-03,3,2,2,0,8,193.45297331174000000000,5,2
7992,23,90,1-23-2017-090-03,3,2,3,0,8,193.45297331174000000000,5,2
7992,23,90,1-23-2017-090-03,3,2,13,0,8,193.45297331174000000000,5,2
7992,23,90,1-23-2017-090-03,3,2,14,0,8,193.45297331174000000000,5,2
7992,23,90,1-23-2017-090-03,3,2,15,0,8,193.45297331174000000000,5,2
7992,23,90,1-23-2017-090-03,3,2,16,0,8,193.45297331174000000000,5,2
8045,23,93,1-23-2017-093-04,4,1,2,0,8,649.23620202206500000000,5,2
8045,23,93,1-23-2017-093-04,4,1,3,1,2,649.23620202206500000000,5,2
8045,23,93,1-23-2017-093-04,4,1,13,0,8,649.23620202206500000000,5,2
8045,23,93,1-23-2017-093-04,4,1,14,0,8,649.23620202206500000000,5,2
8045,23,93,1-23-2017-093-04,4,1,15,0,8,649.23620202206500000000,5,2
8045,23,93,1-23-2017-093-04,4,1,16,0,8,649.23620202206500000000,5,2
8101,23,96,1-23-2017-096-03,3,2,2,0,8,139.47658097104600000000,5,2
8101,23,96,1-23-2017-096-03,3,2,3,0,8,139.47658097104600000000,5,2
8101,23,96,1-23-2017-096-03,3,2,13,0,8,139.47658097104600000000,5,2
8101,23,96,1-23-2017-096-03,3,2,14,0,8,139.47658097104600000000,5,2
8101,23,96,1-23-2017-096-03,3,2,15,0,8,139.47658097104600000000,5,2
8101,23,96,1-23-2017-096-03,3,2,16,0,8,139.47658097104600000000,5,2
8186,23,100,1-23-2017-100-03,3,1,2,0,8,140.07444181892500000000,5,2
8186,23,100,1-23-2017-100-03,3,1,3,0,8,140.07444181892500000000,5,2
8186,23,100,1-23-2017-100-03,3,1,13,0,8,140.07444181892500000000,5,2
8186,23,100,1-23-2017-100-03,3,1,14,0,8,140.07444181892500000000,5,2
8186,23,100,1-23-2017-100-03,3,1,15,0,8,140.07444181892500000000,5,2
8186,23,100,1-23-2017-100-03,3,1,16,0,8,140.07444181892500000000,5,2
8186,23,100,1-23-2017-100-03,3,3,2,0,8,140.07444181892500000000,5,2
8186,23,100,1-23-2017-100-03,3,3,3,0,8,140.07444181892500000000,5,2
8186,23,100,1-23-2017-100-03,3,3,13,0,8,140.07444181892500000000,5,2
8186,23,100,1-23-2017-100-03,3,3,14,0,8,140.07444181892500000000,5,2
8186,23,100,1-23-2017-100-03,3,3,15,0,8,140.07444181892500000000,5,2
8186,23,100,1-23-2017-100-03,3,3,16,0,8,140.07444181892500000000,5,2
8187,23,101,1-23-2017-101-03,3,2,2,0,8,140.07444181892500000000,5,2
8187,23,101,1-23-2017-101-03,3,2,3,0,8,140.07444181892500000000,5,2
8187,23,101,1-23-2017-101-03,3,2,13,0,8,140.07444181892500000000,5,2
8187,23,101,1-23-2017-101-03,3,2,14,0,8,140.07444181892500000000,5,2
8187,23,101,1-23-2017-101-03,3,2,15,0,8,140.07444181892500000000,5,2
8187,23,101,1-23-2017-101-03,3,2,16,0,8,140.07444181892500000000,5,2
8241,23,103,1-23-2017-103-04,4,1,2,1,3,926.71092778357000000000,5,2
8241,23,103,1-23-2017-103-04,4,1,3,1,2,926.71092778357000000000,5,2
8241,23,103,1-23-2017-103-04,4,1,13,0,8,926.71092778357000000000,5,2
8241,23,103,1-23-2017-103-04,4,1,14,0,8,926.71092778357000000000,5,2
8241,23,103,1-23-2017-103-04,4,1,15,0,8,926.71092778357000000000,5,2
8241,23,103,1-23-2017-103-04,4,1,16,0,8,926.71092778357000000000,5,2
8241,23,103,1-23-2017-103-04,4,2,2,0,8,926.71092778357000000000,5,2
8241,23,103,1-23-2017-103-04,4,2,3,0,8,926.71092778357000000000,5,2
8241,23,103,1-23-2017-103-04,4,2,13,0,8,926.71092778357000000000,5,2
8241,23,103,1-23-2017-103-04,4,2,14,0,8,926.71092778357000000000,5,2
8241,23,103,1-23-2017-103-04,4,2,15,0,8,926.71092778357000000000,5,2
8241,23,103,1-23-2017-103-04,4,2,16,0,8,926.71092778357000000000,5,2
8242,23,104,1-23-2017-104-07,7,1,2,0,8,986.47106209886800000000,5,2
8242,23,104,1-23-2017-104-07,7,1,3,0,8,986.47106209886800000000,5,2
8242,23,104,1-23-2017-104-07,7,1,13,0,8,986.47106209886800000000,5,2
8242,23,104,1-23-2017-104-07,7,1,14,0,8,986.47106209886800000000,5,2
8242,23,104,1-23-2017-104-07,7,1,15,0,8,986.47106209886800000000,5,2
8242,23,104,1-23-2017-104-07,7,1,16,0,8,986.47106209886800000000,5,2
8242,23,104,1-23-2017-104-07,7,3,2,0,8,986.47106209886800000000,5,2
8242,23,104,1-23-2017-104-07,7,3,3,0,8,986.47106209886800000000,5,2
8242,23,104,1-23-2017-104-07,7,3,13,0,8,986.47106209886800000000,5,2
8242,23,104,1-23-2017-104-07,7,3,14,0,8,986.47106209886800000000,5,2
8242,23,104,1-23-2017-104-07,7,3,15,0,8,986.47106209886800000000,5,2
8242,23,104,1-23-2017-104-07,7,3,16,0,8,986.47106209886800000000,5,2
8343,23,107,1-23-2017-107-03,3,1,2,0,8,195.50373566759700000000,5,2
8343,23,107,1-23-2017-107-03,3,1,3,0,8,195.50373566759700000000,5,2
8343,23,107,1-23-2017-107-03,3,1,13,0,8,195.50373566759700000000,5,2
8343,23,107,1-23-2017-107-03,3,1,14,0,8,195.50373566759700000000,5,2
8343,23,107,1-23-2017-107-03,3,1,15,0,8,195.50373566759700000000,5,2
8343,23,107,1-23-2017-107-03,3,1,16,0,8,195.50373566759700000000,5,2
8343,23,107,1-23-2017-107-03,3,2,2,0,8,195.50373566759700000000,5,2
8343,23,107,1-23-2017-107-03,3,2,3,0,8,195.50373566759700000000,5,2
8343,23,107,1-23-2017-107-03,3,2,13,0,8,195.50373566759700000000,5,2
8343,23,107,1-23-2017-107-03,3,2,14,0,8,195.50373566759700000000,5,2
8343,23,107,1-23-2017-107-03,3,2,15,0,8,195.50373566759700000000,5,2
8343,23,107,1-23-2017-107-03,3,2,16,0,8,195.50373566759700000000,5,2
8403,23,108,1-23-2017-108-06,6,1,2,0,8,319.16887261443300000000,5,2
8403,23,108,1-23-2017-108-06,6,1,3,0,8,319.16887261443300000000,5,2
8403,23,108,1-23-2017-108-06,6,1,13,0,8,319.16887261443300000000,5,2
8403,23,108,1-23-2017-108-06,6,1,14,0,8,319.16887261443300000000,5,2
8403,23,108,1-23-2017-108-06,6,1,15,0,8,319.16887261443300000000,5,2
8403,23,108,1-23-2017-108-06,6,1,16,0,8,319.16887261443300000000,5,2
8404,23,109,1-23-2017-109-03,3,1,2,0,8,164.56207354481400000000,5,2
8404,23,109,1-23-2017-109-03,3,1,3,0,8,164.56207354481400000000,5,2
8404,23,109,1-23-2017-109-03,3,1,13,0,8,164.56207354481400000000,5,2
8404,23,109,1-23-2017-109-03,3,1,14,0,8,164.56207354481400000000,5,2
8404,23,109,1-23-2017-109-03,3,1,15,0,8,164.56207354481400000000,5,2
8404,23,109,1-23-2017-109-03,3,1,16,0,8,164.56207354481400000000,5,2
8404,23,109,1-23-2017-109-03,3,2,2,0,8,164.56207354481400000000,5,2
8404,23,109,1-23-2017-109-03,3,2,3,0,8,164.56207354481400000000,5,2
8404,23,109,1-23-2017-109-03,3,2,13,0,8,164.56207354481400000000,5,2
8404,23,109,1-23-2017-109-03,3,2,14,0,8,164.56207354481400000000,5,2
8404,23,109,1-23-2017-109-03,3,2,15,0,8,164.56207354481400000000,5,2
8404,23,109,1-23-2017-109-03,3,2,16,0,8,164.56207354481400000000,5,2
8405,23,110,1-23-2017-110-06,6,1,2,0,8,319.16887261443300000000,5,2
8405,23,110,1-23-2017-110-06,6,1,3,0,8,319.16887261443300000000,5,2
8405,23,110,1-23-2017-110-06,6,1,13,0,8,319.16887261443300000000,5,2
8405,23,110,1-23-2017-110-06,6,1,14,0,8,319.16887261443300000000,5,2
8405,23,110,1-23-2017-110-06,6,1,15,0,8,319.16887261443300000000,5,2
8405,23,110,1-23-2017-110-06,6,1,16,0,8,319.16887261443300000000,5,2
8405,23,110,1-23-2017-110-06,6,3,2,0,8,319.16887261443300000000,5,2
8405,23,110,1-23-2017-110-06,6,3,3,0,8,319.16887261443300000000,5,2
8405,23,110,1-23-2017-110-06,6,3,13,0,8,319.16887261443300000000,5,2
8405,23,110,1-23-2017-110-06,6,3,14,0,8,319.16887261443300000000,5,2
8405,23,110,1-23-2017-110-06,6,3,15,0,8,319.16887261443300000000,5,2
8405,23,110,1-23-2017-110-06,6,3,16,0,8,319.16887261443300000000,5,2
8473,23,111,1-23-2017-111-07,7,1,2,0,8,655.66709660861900000000,5,2
8473,23,111,1-23-2017-111-07,7,1,3,0,8,655.66709660861900000000,5,2
8473,23,111,1-23-2017-111-07,7,1,13,0,8,655.66709660861900000000,5,2
8473,23,111,1-23-2017-111-07,7,1,14,0,8,655.66709660861900000000,5,2
8473,23,111,1-23-2017-111-07,7,1,15,0,8,655.66709660861900000000,5,2
8473,23,111,1-23-2017-111-07,7,1,16,0,8,655.66709660861900000000,5,2
8597,23,118,1-23-2017-118-03,3,2,2,0,8,159.25357551580600000000,5,2
8597,23,118,1-23-2017-118-03,3,2,3,0,8,159.25357551580600000000,5,2
8597,23,118,1-23-2017-118-03,3,2,13,0,8,159.25357551580600000000,5,2
8597,23,118,1-23-2017-118-03,3,2,14,0,8,159.25357551580600000000,5,2
8597,23,118,1-23-2017-118-03,3,2,15,0,8,159.25357551580600000000,5,2
8597,23,118,1-23-2017-118-03,3,2,16,0,8,159.25357551580600000000,5,2
8598,23,119,1-23-2017-119-03,3,1,2,9,8,159.25357551580600000000,5,2
8598,23,119,1-23-2017-119-03,3,1,3,1,2,159.25357551580600000000,5,2
8598,23,119,1-23-2017-119-03,3,1,13,9,8,159.25357551580600000000,5,2
8598,23,119,1-23-2017-119-03,3,1,14,0,8,159.25357551580600000000,5,2
8598,23,119,1-23-2017-119-03,3,1,15,0,8,159.25357551580600000000,5,2
8598,23,119,1-23-2017-119-03,3,1,16,1,2,159.25357551580600000000,5,2
8598,23,119,1-23-2017-119-03,3,2,2,9,8,159.25357551580600000000,5,2
8598,23,119,1-23-2017-119-03,3,2,3,9,8,159.25357551580600000000,5,2
8598,23,119,1-23-2017-119-03,3,2,13,9,8,159.25357551580600000000,5,2
8598,23,119,1-23-2017-119-03,3,2,14,9,8,159.25357551580600000000,5,2
8598,23,119,1-23-2017-119-03,3,2,15,9,8,159.25357551580600000000,5,2
8598,23,119,1-23-2017-119-03,3,2,16,9,8,159.25357551580600000000,5,2
8599,23,120,1-23-2017-120-07,7,1,2,0,8,604.84543581185300000000,5,2
8599,23,120,1-23-2017-120-07,7,1,3,0,8,604.84543581185300000000,5,2
8599,23,120,1-23-2017-120-07,7,1,13,0,8,604.84543581185300000000,5,2
8599,23,120,1-23-2017-120-07,7,1,14,0,8,604.84543581185300000000,5,2
8599,23,120,1-23-2017-120-07,7,1,15,0,8,604.84543581185300000000,5,2
8599,23,120,1-23-2017-120-07,7,1,16,0,8,604.84543581185300000000,5,2
8685,23,122,1-23-2017-122-06,6,1,2,0,8,344.12302557765400000000,5,2
8685,23,122,1-23-2017-122-06,6,1,3,0,8,344.12302557765400000000,5,2
8685,23,122,1-23-2017-122-06,6,1,13,0,8,344.12302557765400000000,5,2
8685,23,122,1-23-2017-122-06,6,1,14,0,8,344.12302557765400000000,5,2
8685,23,122,1-23-2017-122-06,6,1,15,0,8,344.12302557765400000000,5,2
8685,23,122,1-23-2017-122-06,6,1,16,0,8,344.12302557765400000000,5,2
8686,23,123,1-23-2017-123-03,3,2,2,0,8,177.42832557479500000000,5,2
8686,23,123,1-23-2017-123-03,3,2,3,0,8,177.42832557479500000000,5,2
8686,23,123,1-23-2017-123-03,3,2,13,0,8,177.42832557479500000000,5,2
8686,23,123,1-23-2017-123-03,3,2,14,1,9,177.42832557479500000000,5,2
8686,23,123,1-23-2017-123-03,3,2,15,0,8,177.42832557479500000000,5,2
8686,23,123,1-23-2017-123-03,3,2,16,0,8,177.42832557479500000000,5,2
8783,23,124,1-23-2017-124-06,6,1,2,0,8,1313.16746297990000000000,5,2
8783,23,124,1-23-2017-124-06,6,1,3,0,8,1313.16746297990000000000,5,2
8783,23,124,1-23-2017-124-06,6,1,13,0,8,1313.16746297990000000000,5,2
8783,23,124,1-23-2017-124-06,6,1,14,0,8,1313.16746297990000000000,5,2
8783,23,124,1-23-2017-124-06,6,1,15,0,8,1313.16746297990000000000,5,2
8783,23,124,1-23-2017-124-06,6,1,16,0,8,1313.16746297990000000000,5,2
8843,23,127,1-23-2017-127-03,3,1,2,0,8,222.50088883826900000000,5,2
8843,23,127,1-23-2017-127-03,3,1,3,0,8,222.50088883826900000000,5,2
8843,23,127,1-23-2017-127-03,3,1,13,0,8,222.50088883826900000000,5,2
8843,23,127,1-23-2017-127-03,3,1,14,0,8,222.50088883826900000000,5,2
8843,23,127,1-23-2017-127-03,3,1,15,0,8,222.50088883826900000000,5,2
8843,23,127,1-23-2017-127-03,3,1,16,0,8,222.50088883826900000000,5,2
8844,23,128,1-23-2017-128-07,7,1,2,0,8,845.05887319653900000000,5,2
8844,23,128,1-23-2017-128-07,7,1,3,0,8,845.05887319653900000000,5,2
8844,23,128,1-23-2017-128-07,7,1,13,0,8,845.05887319653900000000,5,2
8844,23,128,1-23-2017-128-07,7,1,14,0,8,845.05887319653900000000,5,2
8844,23,128,1-23-2017-128-07,7,1,15,0,8,845.05887319653900000000,5,2
8844,23,128,1-23-2017-128-07,7,1,16,0,8,845.05887319653900000000,5,2
8845,23,129,1-23-2017-129-03,3,1,2,0,8,222.50088883826900000000,5,2
8845,23,129,1-23-2017-129-03,3,1,3,0,8,222.50088883826900000000,5,2
8845,23,129,1-23-2017-129-03,3,1,13,0,8,222.50088883826900000000,5,2
8845,23,129,1-23-2017-129-03,3,1,14,0,8,222.50088883826900000000,5,2
8845,23,129,1-23-2017-129-03,3,1,15,0,8,222.50088883826900000000,5,2
8845,23,129,1-23-2017-129-03,3,1,16,0,8,222.50088883826900000000,5,2
6095,24,1,1-24-2017-001-07,7,1,2,1,2,1057.24455000333000000000,1,2
6095,24,1,1-24-2017-001-07,7,1,3,0,8,1057.24455000333000000000,1,2
6095,24,1,1-24-2017-001-07,7,1,13,0,8,1057.24455000333000000000,1,2
6095,24,1,1-24-2017-001-07,7,1,14,0,8,1057.24455000333000000000,1,2
6095,24,1,1-24-2017-001-07,7,1,15,0,8,1057.24455000333000000000,1,2
6095,24,1,1-24-2017-001-07,7,1,16,0,8,1057.24455000333000000000,1,2
6095,24,1,1-24-2017-001-07,7,2,2,9,8,1057.24455000333000000000,1,2
6095,24,1,1-24-2017-001-07,7,2,3,9,8,1057.24455000333000000000,1,2
6095,24,1,1-24-2017-001-07,7,2,13,0,8,1057.24455000333000000000,1,2
6095,24,1,1-24-2017-001-07,7,2,14,0,8,1057.24455000333000000000,1,2
6095,24,1,1-24-2017-001-07,7,2,15,0,8,1057.24455000333000000000,1,2
6095,24,1,1-24-2017-001-07,7,2,16,0,8,1057.24455000333000000000,1,2
6195,24,2,1-24-2017-002-02,2,1,2,0,8,71.05684490655630000000,1,2
6195,24,2,1-24-2017-002-02,2,1,3,0,8,71.05684490655630000000,1,2
6195,24,2,1-24-2017-002-02,2,1,13,0,8,71.05684490655630000000,1,2
6195,24,2,1-24-2017-002-02,2,1,14,0,8,71.05684490655630000000,1,2
6195,24,2,1-24-2017-002-02,2,1,15,0,8,71.05684490655630000000,1,2
6195,24,2,1-24-2017-002-02,2,1,16,0,8,71.05684490655630000000,1,2
6195,24,2,1-24-2017-002-02,2,2,2,0,8,71.05684490655630000000,1,2
6195,24,2,1-24-2017-002-02,2,2,3,0,8,71.05684490655630000000,1,2
