CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,SEATLOC,SEATTYPE,ORIENTATION,TRACK,PERFORMANCE,INTRESTRAINT,HEADRESTYPE,HEADRESTDAM,HEADRESTACT,ROLLPROTECTION,BELTAVAILINSP,BELTUSEINSP,BELTMALFUNCTIONINSP,BELTANCHORINSP,BELTPRETENSIONINSP,BELTPOSDEVPRESINSP,BELTGUIDEINSP,SEATROW,LOCATION,CASEWGT,PSUSTRAT,VERSION
6595,22,24,1-22-2017-024-03,3,1,23,,,,,,,,,,,,,,,,,2,3,166.37461575824400000000,12,2
6596,22,25,1-22-2017-025-03,3,1,11,1,1,2,1,1,3,2,1,1,4,4,1,4,2,0,0,1,1,166.37461576679500000000,12,2
6596,22,25,1-22-2017-025-03,3,1,13,1,1,3,1,1,3,2,1,1,4,4,1,4,2,0,0,1,3,166.37461576679500000000,12,2
6596,22,25,1-22-2017-025-03,3,1,21,,,,,,,,,,,,,,,,,2,1,166.37461576679500000000,12,2
6596,22,25,1-22-2017-025-03,3,1,22,,,,,,,,,,,,,,,,,2,2,166.37461576679500000000,12,2
6596,22,25,1-22-2017-025-03,3,1,23,,,,,,,,,,,,,,,,,2,3,166.37461576679500000000,12,2
6638,22,27,1-22-2017-027-08,8,1,11,1,1,5,1,1,3,2,1,1,4,4,1,2,0,0,0,1,1,80.60029423754150000000,12,2
6638,22,27,1-22-2017-027-08,8,1,13,,,,,,,,,,,,,,,,,1,3,80.60029423754150000000,12,2
6638,22,27,1-22-2017-027-08,8,1,21,,,,,,,,,,,,,,,,,2,1,80.60029423754150000000,12,2
6638,22,27,1-22-2017-027-08,8,1,22,,,,,,,,,,,,,,,,,2,2,80.60029423754150000000,12,2
6638,22,27,1-22-2017-027-08,8,1,23,,,,,,,,,,,,,,,,,2,3,80.60029423754150000000,12,2
6649,22,28,1-22-2017-028-06,6,2,11,1,1,9,1,1,3,2,1,1,4,4,1,3,1,0,0,1,1,104.62562005192100000000,12,2
6649,22,28,1-22-2017-028-06,6,2,13,,,,,,,,,,,,,,,,,1,3,104.62562005192100000000,12,2
6649,22,28,1-22-2017-028-06,6,2,21,,,,,,,,,,,,,,,,,2,1,104.62562005192100000000,12,2
6649,22,28,1-22-2017-028-06,6,2,22,,,,,,,,,,,,,,,,,2,2,104.62562005192100000000,12,2
6649,22,28,1-22-2017-028-06,6,2,23,,,,,,,,,,,,,,,,,2,3,104.62562005192100000000,12,2
6677,22,29,1-22-2017-029-04,4,1,11,1,1,5,1,1,3,2,1,1,4,4,1,1,1,0,0,1,1,228.21970156356800000000,12,2
6677,22,29,1-22-2017-029-04,4,1,13,,,,,,,,,,,,,,,,,1,3,228.21970156356800000000,12,2
6677,22,29,1-22-2017-029-04,4,1,21,,,,,,,,,,,,,,,,,2,1,228.21970156356800000000,12,2
6677,22,29,1-22-2017-029-04,4,1,23,,,,,,,,,,,,,,,,,2,3,228.21970156356800000000,12,2
6678,22,30,1-22-2017-030-04,4,1,11,1,1,5,1,1,3,2,1,1,4,4,1,2,1,0,0,1,1,228.21970156899300000000,12,2
6678,22,30,1-22-2017-030-04,4,1,13,,,,,,,,,,,,,,,,,1,3,228.21970156899300000000,12,2
6678,22,30,1-22-2017-030-04,4,1,21,,,,,,,,,,,,,,,,,2,1,228.21970156899300000000,12,2
6678,22,30,1-22-2017-030-04,4,1,22,,,,,,,,,,,,,,,,,2,2,228.21970156899300000000,12,2
6678,22,30,1-22-2017-030-04,4,1,23,,,,,,,,,,,,,,,,,2,3,228.21970156899300000000,12,2
6717,22,31,1-22-2017-031-07,7,1,11,1,1,6,1,1,3,2,1,1,4,0,1,3,2,0,0,1,1,492.29723624183300000000,12,2
6717,22,31,1-22-2017-031-07,7,1,13,,,,,,,,,,,,,,,,,1,3,492.29723624183300000000,12,2
6717,22,31,1-22-2017-031-07,7,1,21,,,,,,,,,,,,,,,,,2,1,492.29723624183300000000,12,2
6717,22,31,1-22-2017-031-07,7,1,22,,,,,,,,,,,,,,,,,2,2,492.29723624183300000000,12,2
6717,22,31,1-22-2017-031-07,7,1,23,,,,,,,,,,,,,,,,,2,3,492.29723624183300000000,12,2
6718,22,32,1-22-2017-032-07,7,1,11,1,1,6,1,1,3,2,1,1,4,4,1,3,1,0,0,1,1,492.29723625533400000000,12,2
6718,22,32,1-22-2017-032-07,7,1,13,,,,,,,,,,,,,,,,,1,3,492.29723625533400000000,12,2
6718,22,32,1-22-2017-032-07,7,1,21,,,,,,,,,,,,,,,,,2,1,492.29723625533400000000,12,2
6718,22,32,1-22-2017-032-07,7,1,22,,,,,,,,,,,,,,,,,2,2,492.29723625533400000000,12,2
6718,22,32,1-22-2017-032-07,7,1,23,,,,,,,,,,,,,,,,,2,3,492.29723625533400000000,12,2
6755,22,33,1-22-2017-033-04,4,1,11,1,1,4,1,1,3,2,1,1,4,4,1,2,1,0,0,1,1,271.69750241830000000000,12,2
6755,22,33,1-22-2017-033-04,4,1,13,,,,,,,,,,,,,,,,,1,3,271.69750241830000000000,12,2
6755,22,33,1-22-2017-033-04,4,1,21,,,,,,,,,,,,,,,,,2,1,271.69750241830000000000,12,2
6755,22,33,1-22-2017-033-04,4,1,22,,,,,,,,,,,,,,,,,2,2,271.69750241830000000000,12,2
6755,22,33,1-22-2017-033-04,4,1,23,,,,,,,,,,,,,,,,,2,3,271.69750241830000000000,12,2
6755,22,33,1-22-2017-033-04,4,1,31,,,,,,,,,,,,,,,,,3,1,271.69750241830000000000,12,2
6755,22,33,1-22-2017-033-04,4,1,32,,,,,,,,,,,,,,,,,3,2,271.69750241830000000000,12,2
6755,22,33,1-22-2017-033-04,4,1,33,,,,,,,,,,,,,,,,,3,3,271.69750241830000000000,12,2
6755,22,33,1-22-2017-033-04,4,1,99,99,9,9,99,9,99,9,9,1,,,,,,,,9,9,271.69750241830000000000,12,2
6771,22,35,1-22-2017-035-09,9,2,11,1,1,5,1,2,3,2,1,1,4,4,1,1,1,0,0,1,1,442.48362280590700000000,12,2
6771,22,35,1-22-2017-035-09,9,2,13,1,1,5,1,2,3,2,1,1,4,4,1,1,1,0,0,1,3,442.48362280590700000000,12,2
6771,22,35,1-22-2017-035-09,9,2,21,,,,,,,,,,,,,,,,,2,1,442.48362280590700000000,12,2
6771,22,35,1-22-2017-035-09,9,2,22,,,,,,,,,,,,,,,,,2,2,442.48362280590700000000,12,2
6771,22,35,1-22-2017-035-09,9,2,23,,,,,,,,,,,,,,,,,2,3,442.48362280590700000000,12,2
6794,22,36,1-22-2017-036-01,1,1,11,2,1,4,1,1,2,2,1,1,4,4,1,2,4,0,0,1,1,96.89001786134840000000,12,2
6794,22,36,1-22-2017-036-01,1,1,13,,,,,,,,,,,,,,,,,1,3,96.89001786134840000000,12,2
6794,22,36,1-22-2017-036-01,1,1,21,,,,,,,,,,,,,,,,,2,1,96.89001786134840000000,12,2
6794,22,36,1-22-2017-036-01,1,1,23,,,,,,,,,,,,,,,,,2,3,96.89001786134840000000,12,2
6795,22,37,1-22-2017-037-03,3,2,11,1,1,3,1,1,3,2,1,1,4,0,1,2,2,0,0,1,1,138.60198853582200000000,12,2
6795,22,37,1-22-2017-037-03,3,2,12,,,,,,,,,,,,,,,,,1,2,138.60198853582200000000,12,2
6795,22,37,1-22-2017-037-03,3,2,13,,,,,,,,,,,,,,,,,1,3,138.60198853582200000000,12,2
6795,22,37,1-22-2017-037-03,3,2,21,,,,,,,,,,,,,,,,,2,1,138.60198853582200000000,12,2
6795,22,37,1-22-2017-037-03,3,2,22,,,,,,,,,,,,,,,,,2,2,138.60198853582200000000,12,2
6795,22,37,1-22-2017-037-03,3,2,23,,,,,,,,,,,,,,,,,2,3,138.60198853582200000000,12,2
6831,22,38,1-22-2017-038-02,2,1,11,1,1,6,1,1,3,2,1,1,4,4,1,2,1,0,0,1,1,57.59449533622260000000,12,2
6831,22,38,1-22-2017-038-02,2,1,13,1,1,2,1,1,3,2,1,1,4,4,1,2,1,0,0,1,3,57.59449533622260000000,12,2
6831,22,38,1-22-2017-038-02,2,1,21,,,,,,,,,,,,,,,,,2,1,57.59449533622260000000,12,2
6831,22,38,1-22-2017-038-02,2,1,22,,,,,,,,,,,,,,,,,2,2,57.59449533622260000000,12,2
6831,22,38,1-22-2017-038-02,2,1,23,,,,,,,,,,,,,,,,,2,3,57.59449533622260000000,12,2
6832,22,39,1-22-2017-039-09,9,1,11,1,1,5,1,1,3,2,1,1,4,4,1,3,2,0,0,1,1,702.95105788593500000000,12,2
6832,22,39,1-22-2017-039-09,9,1,13,,,,,,,,,,,,,,,,,1,3,702.95105788593500000000,12,2
6832,22,39,1-22-2017-039-09,9,1,21,,,,,,,,,,,,,,,,,2,1,702.95105788593500000000,12,2
6832,22,39,1-22-2017-039-09,9,1,22,,,,,,,,,,,,,,,,,2,2,702.95105788593500000000,12,2
6832,22,39,1-22-2017-039-09,9,1,23,,,,,,,,,,,,,,,,,2,3,702.95105788593500000000,12,2
6874,22,40,1-22-2017-040-07,7,1,11,1,1,3,1,1,3,2,1,1,4,4,1,4,2,0,0,1,1,404.02694742794100000000,12,2
6874,22,40,1-22-2017-040-07,7,1,13,,,,,,,,,,,,,,,,,1,3,404.02694742794100000000,12,2
6874,22,40,1-22-2017-040-07,7,1,21,,,,,,,,,,,,,,,,,2,1,404.02694742794100000000,12,2
6874,22,40,1-22-2017-040-07,7,1,22,,,,,,,,,,,,,,,,,2,2,404.02694742794100000000,12,2
6874,22,40,1-22-2017-040-07,7,1,23,,,,,,,,,,,,,,,,,2,3,404.02694742794100000000,12,2
6874,22,40,1-22-2017-040-07,7,2,11,1,1,6,1,1,3,2,1,1,4,4,1,3,2,0,0,1,1,404.02694742794100000000,12,2
6874,22,40,1-22-2017-040-07,7,2,13,1,1,4,1,1,3,2,1,1,4,4,1,4,2,0,0,1,3,404.02694742794100000000,12,2
6874,22,40,1-22-2017-040-07,7,2,21,,,,,,,,,,,,,,,,,2,1,404.02694742794100000000,12,2
6874,22,40,1-22-2017-040-07,7,2,22,,,,,,,,,,,,,,,,,2,2,404.02694742794100000000,12,2
6874,22,40,1-22-2017-040-07,7,2,23,,,,,,,,,,,,,,,,,2,3,404.02694742794100000000,12,2
6875,22,41,1-22-2017-041-08,8,1,11,7,1,4,6,1,2,9,9,1,4,4,1,4,1,0,0,1,1,113.69569845778500000000,12,2
6875,22,41,1-22-2017-041-08,8,1,12,,,,,,,,,,,,,,,,,1,2,113.69569845778500000000,12,2
6875,22,41,1-22-2017-041-08,8,1,13,,,,,,,,,,,,,,,,,1,3,113.69569845778500000000,12,2
6920,22,44,1-22-2017-044-08,8,1,11,1,1,4,5,1,3,2,1,1,4,4,1,9,2,0,0,1,1,83.04274410109830000000,12,2
6920,22,44,1-22-2017-044-08,8,1,13,1,1,6,98,1,3,2,1,1,4,0,9,9,5,0,0,1,3,83.04274410109830000000,12,2
6920,22,44,1-22-2017-044-08,8,1,21,5,1,1,1,1,3,2,1,1,4,0,9,1,5,0,0,2,1,83.04274410109830000000,12,2
6920,22,44,1-22-2017-044-08,8,1,22,,,,,,,,,,,,,,,,,2,2,83.04274410109830000000,12,2
6920,22,44,1-22-2017-044-08,8,1,23,,,,,,,,,,,,,,,,,2,3,83.04274410109830000000,12,2
6925,22,45,1-22-2017-045-07,7,1,11,1,1,6,1,1,3,2,1,1,4,4,1,4,1,0,0,1,1,144.59741615121700000000,12,2
6925,22,45,1-22-2017-045-07,7,1,13,,,,,,,,,,,,,,,,,1,3,144.59741615121700000000,12,2
6925,22,45,1-22-2017-045-07,7,1,21,,,,,,,,,,,,,,,,,2,1,144.59741615121700000000,12,2
6925,22,45,1-22-2017-045-07,7,1,22,,,,,,,,,,,,,,,,,2,2,144.59741615121700000000,12,2
6925,22,45,1-22-2017-045-07,7,1,23,,,,,,,,,,,,,,,,,2,3,144.59741615121700000000,12,2
6960,22,46,1-22-2017-046-01,1,1,11,1,1,3,6,1,3,2,1,1,4,4,1,4,1,0,0,1,1,96.89001786134840000000,12,2
6960,22,46,1-22-2017-046-01,1,1,13,1,1,3,1,1,3,2,1,1,4,4,1,4,1,0,0,1,3,96.89001786134840000000,12,2
6960,22,46,1-22-2017-046-01,1,1,21,,,,,,,,,,,,,,,,,2,1,96.89001786134840000000,12,2
6960,22,46,1-22-2017-046-01,1,1,22,,,,,,,,,,,,,,,,,2,2,96.89001786134840000000,12,2
6960,22,46,1-22-2017-046-01,1,1,23,,,,,,,,,,,,,,,,,2,3,96.89001786134840000000,12,2
6961,22,47,1-22-2017-047-06,6,1,11,1,1,6,1,1,3,2,1,1,4,4,0,2,1,0,0,1,1,572.63381011277000000000,12,2
6961,22,47,1-22-2017-047-06,6,1,13,,,,,,,,,,,,,,,,,1,3,572.63381011277000000000,12,2
6961,22,47,1-22-2017-047-06,6,1,21,,,,,,,,,,,,,,,,,2,1,572.63381011277000000000,12,2
6961,22,47,1-22-2017-047-06,6,1,22,,,,,,,,,,,,,,,,,2,2,572.63381011277000000000,12,2
6961,22,47,1-22-2017-047-06,6,1,23,,,,,,,,,,,,,,,,,2,3,572.63381011277000000000,12,2
6992,22,48,1-22-2017-048-03,3,1,11,99,9,9,99,9,99,9,9,1,,,,,,,,1,1,298.49760704647700000000,12,2
6992,22,48,1-22-2017-048-03,3,1,13,99,9,9,99,9,99,9,9,1,,,,,,,,1,3,298.49760704647700000000,12,2
6992,22,48,1-22-2017-048-03,3,2,11,1,1,5,1,1,3,2,1,1,4,0,1,2,1,0,0,1,1,298.49760704647700000000,12,2
6992,22,48,1-22-2017-048-03,3,2,13,1,1,6,1,1,3,2,1,1,4,0,1,3,1,0,0,1,3,298.49760704647700000000,12,2
6992,22,48,1-22-2017-048-03,3,2,21,,,,,,,,,,,,,,,,,2,1,298.49760704647700000000,12,2
6992,22,48,1-22-2017-048-03,3,2,22,,,,,,,,,,,,,,,,,2,2,298.49760704647700000000,12,2
6992,22,48,1-22-2017-048-03,3,2,23,,,,,,,,,,,,,,,,,2,3,298.49760704647700000000,12,2
7033,22,49,1-22-2017-049-01,1,1,11,1,1,4,1,1,3,2,2,1,4,4,1,5,2,0,0,1,1,109.84231520397700000000,12,2
7033,22,49,1-22-2017-049-01,1,1,13,1,1,4,1,1,3,2,2,1,4,4,1,2,2,0,0,1,3,109.84231520397700000000,12,2
7033,22,49,1-22-2017-049-01,1,1,21,,,,,,,,,,,,,,,,,2,1,109.84231520397700000000,12,2
7033,22,49,1-22-2017-049-01,1,1,22,,,,,,,,,,,,,,,,,2,2,109.84231520397700000000,12,2
7033,22,49,1-22-2017-049-01,1,1,23,,,,,,,,,,,,,,,,,2,3,109.84231520397700000000,12,2
7028,22,50,1-22-2017-050-01,1,1,11,1,1,2,1,1,3,2,1,1,4,4,1,1,0,0,0,1,1,109.84231520000200000000,12,2
7028,22,50,1-22-2017-050-01,1,1,13,,,,,,,,,,,,,,,,,1,3,109.84231520000200000000,12,2
7028,22,50,1-22-2017-050-01,1,1,21,,,,,,,,,,,,,,,,,2,1,109.84231520000200000000,12,2
7028,22,50,1-22-2017-050-01,1,1,22,,,,,,,,,,,,,,,,,2,2,109.84231520000200000000,12,2
7028,22,50,1-22-2017-050-01,1,1,23,,,,,,,,,,,,,,,,,2,3,109.84231520000200000000,12,2
7071,22,52,1-22-2017-052-01,1,1,11,2,1,9,6,1,3,9,1,1,4,0,0,1,9,0,0,1,1,96.89001786134840000000,12,2
7071,22,52,1-22-2017-052-01,1,1,13,,,,,,,,,,,,,,,,,1,3,96.89001786134840000000,12,2
7071,22,52,1-22-2017-052-01,1,1,21,,,,,,,,,,,,,,,,,2,1,96.89001786134840000000,12,2
7071,22,52,1-22-2017-052-01,1,1,22,,,,,,,,,,,,,,,,,2,2,96.89001786134840000000,12,2
7071,22,52,1-22-2017-052-01,1,1,23,,,,,,,,,,,,,,,,,2,3,96.89001786134840000000,12,2
7071,22,52,1-22-2017-052-01,1,2,11,1,1,3,1,1,3,2,2,1,4,4,1,2,2,0,0,1,1,96.89001786134840000000,12,2
7071,22,52,1-22-2017-052-01,1,2,13,1,1,3,2,1,3,2,2,1,4,0,0,2,2,0,0,1,3,96.89001786134840000000,12,2
7071,22,52,1-22-2017-052-01,1,2,21,,,,,,,,,,,,,,,,,2,1,96.89001786134840000000,12,2
7071,22,52,1-22-2017-052-01,1,2,22,7,1,1,1,1,3,2,1,1,4,14,1,1,9,0,0,2,2,96.89001786134840000000,12,2
7071,22,52,1-22-2017-052-01,1,2,23,,,,,,,,,,,,,,,,,2,3,96.89001786134840000000,12,2
7072,22,53,1-22-2017-053-04,4,2,11,1,1,3,1,1,3,2,2,1,4,4,1,2,1,0,0,1,1,134.73478309499800000000,12,2
7072,22,53,1-22-2017-053-04,4,2,13,,,,,,,,,,,,,,,,,1,3,134.73478309499800000000,12,2
7072,22,53,1-22-2017-053-04,4,2,21,,,,,,,,,,,,,,,,,2,1,134.73478309499800000000,12,2
7072,22,53,1-22-2017-053-04,4,2,22,,,,,,,,,,,,,,,,,2,2,134.73478309499800000000,12,2
7072,22,53,1-22-2017-053-04,4,2,23,,,,,,,,,,,,,,,,,2,3,134.73478309499800000000,12,2
7091,22,54,1-22-2017-054-10,10,1,11,1,1,6,1,1,3,2,1,1,4,4,1,4,0,0,0,1,1,501.80548976469300000000,12,2
7091,22,54,1-22-2017-054-10,10,1,13,,,,,,,,,,,,,,,,,1,3,501.80548976469300000000,12,2
7091,22,54,1-22-2017-054-10,10,1,21,,,,,,,,,,,,,,,,,2,1,501.80548976469300000000,12,2
7091,22,54,1-22-2017-054-10,10,1,22,,,,,,,,,,,,,,,,,2,2,501.80548976469300000000,12,2
7091,22,54,1-22-2017-054-10,10,1,23,,,,,,,,,,,,,,,,,2,3,501.80548976469300000000,12,2
7128,22,55,1-22-2017-055-06,6,1,11,1,1,4,1,1,3,2,1,1,4,4,1,2,1,0,0,1,1,151.41385169557500000000,12,2
7128,22,55,1-22-2017-055-06,6,1,13,,,,,,,,,,,,,,,,,1,3,151.41385169557500000000,12,2
7128,22,55,1-22-2017-055-06,6,1,21,,,,,,,,,,,,,,,,,2,1,151.41385169557500000000,12,2
7128,22,55,1-22-2017-055-06,6,1,22,,,,,,,,,,,,,,,,,2,2,151.41385169557500000000,12,2
7128,22,55,1-22-2017-055-06,6,1,23,,,,,,,,,,,,,,,,,2,3,151.41385169557500000000,12,2
7128,22,55,1-22-2017-055-06,6,2,11,1,1,2,9,1,3,1,1,1,4,0,0,4,1,8,0,1,1,151.41385169557500000000,12,2
7128,22,55,1-22-2017-055-06,6,2,13,1,1,6,1,1,3,2,1,1,4,0,0,2,1,0,0,1,3,151.41385169557500000000,12,2
7128,22,55,1-22-2017-055-06,6,2,21,,,,,,,,,,,,,,,,,2,1,151.41385169557500000000,12,2
7128,22,55,1-22-2017-055-06,6,2,22,,,,,,,,,,,,,,,,,2,2,151.41385169557500000000,12,2
7128,22,55,1-22-2017-055-06,6,2,23,7,1,1,1,1,1,1,1,1,4,0,0,0,0,0,0,2,3,151.41385169557500000000,12,2
7129,22,56,1-22-2017-056-03,3,1,11,1,1,6,1,1,3,2,1,1,4,4,1,4,1,0,0,1,1,99.36488572598280000000,12,2
7129,22,56,1-22-2017-056-03,3,1,13,,,,,,,,,,,,,,,,,1,3,99.36488572598280000000,12,2
7129,22,56,1-22-2017-056-03,3,1,21,,,,,,,,,,,,,,,,,2,1,99.36488572598280000000,12,2
7129,22,56,1-22-2017-056-03,3,1,22,,,,,,,,,,,,,,,,,2,2,99.36488572598280000000,12,2
7129,22,56,1-22-2017-056-03,3,1,23,,,,,,,,,,,,,,,,,2,3,99.36488572598280000000,12,2
7130,22,57,1-22-2017-057-07,7,1,11,1,1,4,1,1,3,2,1,1,4,4,1,4,1,0,0,1,1,414.50568178144100000000,12,2
7130,22,57,1-22-2017-057-07,7,1,13,,,,,,,,,,,,,,,,,1,3,414.50568178144100000000,12,2
7130,22,57,1-22-2017-057-07,7,1,21,,,,,,,,,,,,,,,,,2,1,414.50568178144100000000,12,2
7130,22,57,1-22-2017-057-07,7,1,22,,,,,,,,,,,,,,,,,2,2,414.50568178144100000000,12,2
7130,22,57,1-22-2017-057-07,7,1,23,,,,,,,,,,,,,,,,,2,3,414.50568178144100000000,12,2
7177,22,58,1-22-2017-058-03,3,1,11,1,1,4,1,2,98,9,1,1,4,4,1,1,0,0,0,1,1,99.94744475908390000000,12,2
7177,22,58,1-22-2017-058-03,3,1,13,,,,,,,,,,,,,,,,,1,3,99.94744475908390000000,12,2
7177,22,58,1-22-2017-058-03,3,1,21,,,,,,,,,,,,,,,,,2,1,99.94744475908390000000,12,2
7177,22,58,1-22-2017-058-03,3,1,22,,,,,,,,,,,,,,,,,2,2,99.94744475908390000000,12,2
7177,22,58,1-22-2017-058-03,3,1,23,,,,,,,,,,,,,,,,,2,3,99.94744475908390000000,12,2
7177,22,58,1-22-2017-058-03,3,2,11,1,1,2,1,1,3,2,1,1,4,4,1,4,2,0,0,1,1,99.94744475908390000000,12,2
7177,22,58,1-22-2017-058-03,3,2,13,1,1,3,1,1,3,2,1,1,4,4,1,2,2,0,0,1,3,99.94744475908390000000,12,2
7177,22,58,1-22-2017-058-03,3,2,21,7,1,1,1,1,3,2,1,1,4,4,1,1,0,0,0,2,1,99.94744475908390000000,12,2
7177,22,58,1-22-2017-058-03,3,2,22,,,,,,,,,,4,4,1,1,0,0,0,2,2,99.94744475908390000000,12,2
7177,22,58,1-22-2017-058-03,3,2,23,7,1,1,1,1,3,2,1,1,4,4,1,1,0,0,0,2,3,99.94744475908390000000,12,2
7177,22,58,1-22-2017-058-03,3,2,31,7,1,1,1,1,3,2,1,1,4,4,1,1,0,0,0,3,1,99.94744475908390000000,12,2
7177,22,58,1-22-2017-058-03,3,2,32,,,,,,,,,,4,4,1,1,0,0,0,3,2,99.94744475908390000000,12,2
7177,22,58,1-22-2017-058-03,3,2,33,7,1,1,1,1,3,2,1,1,4,4,1,1,0,0,0,3,3,99.94744475908390000000,12,2
7178,22,59,1-22-2017-059-01,1,1,11,5,1,2,1,1,3,2,1,1,4,0,1,1,0,0,0,1,1,92.64588156526900000000,12,2
7178,22,59,1-22-2017-059-01,1,1,12,,,,,,,,,,,,,,,,,1,2,92.64588156526900000000,12,2
7178,22,59,1-22-2017-059-01,1,1,13,,,,,,,,,,,,,,,,,1,3,92.64588156526900000000,12,2
7179,22,60,1-22-2017-060-09,9,1,11,1,1,3,5,1,2,2,1,1,4,4,1,3,0,0,0,1,1,707.28631868317200000000,12,2
7179,22,60,1-22-2017-060-09,9,1,13,1,1,3,1,1,2,2,1,1,4,0,1,2,0,0,0,1,3,707.28631868317200000000,12,2
7179,22,60,1-22-2017-060-09,9,1,21,,,,,,,,,,,,,,,,,2,1,707.28631868317200000000,12,2
7179,22,60,1-22-2017-060-09,9,1,22,,,,,,,,,,,,,,,,,2,2,707.28631868317200000000,12,2
7179,22,60,1-22-2017-060-09,9,1,23,,,,,,,,,,,,,,,,,2,3,707.28631868317200000000,12,2
7219,22,61,1-22-2017-061-10,10,1,11,1,1,5,1,1,3,2,1,1,4,4,1,2,1,0,0,1,1,1067.43601941209000000000,12,2
7219,22,61,1-22-2017-061-10,10,1,13,,,,,,,,,,,,,,,,,1,3,1067.43601941209000000000,12,2
7219,22,61,1-22-2017-061-10,10,1,21,,,,,,,,,,,,,,,,,2,1,1067.43601941209000000000,12,2
7219,22,61,1-22-2017-061-10,10,1,22,,,,,,,,,,,,,,,,,2,2,1067.43601941209000000000,12,2
7219,22,61,1-22-2017-061-10,10,1,23,,,,,,,,,,,,,,,,,2,3,1067.43601941209000000000,12,2
7220,22,62,1-22-2017-062-01,1,1,11,1,1,9,9,1,3,9,1,1,9,99,9,9,9,9,0,1,1,91.25203491962530000000,12,2
7220,22,62,1-22-2017-062-01,1,1,13,,,,,,,,,,,,,,,,,1,3,91.25203491962530000000,12,2
7220,22,62,1-22-2017-062-01,1,1,21,,,,,,,,,,,,,,,,,2,1,91.25203491962530000000,12,2
7220,22,62,1-22-2017-062-01,1,1,22,,,,,,,,,,,,,,,,,2,2,91.25203491962530000000,12,2
7220,22,62,1-22-2017-062-01,1,1,23,,,,,,,,,,,,,,,,,2,3,91.25203491962530000000,12,2
7220,22,62,1-22-2017-062-01,1,2,11,1,1,9,9,1,3,2,1,1,4,4,1,4,2,0,0,1,1,91.25203491962530000000,12,2
7220,22,62,1-22-2017-062-01,1,2,13,1,1,5,6,1,3,2,1,1,4,4,1,2,2,0,0,1,3,91.25203491962530000000,12,2
7220,22,62,1-22-2017-062-01,1,2,21,,,,,,,,,,,,,,,,,2,1,91.25203491962530000000,12,2
7220,22,62,1-22-2017-062-01,1,2,22,,,,,,,,,,,,,,,,,2,2,91.25203491962530000000,12,2
7220,22,62,1-22-2017-062-01,1,2,23,,,,,,,,,,,,,,,,,2,3,91.25203491962530000000,12,2
7221,22,63,1-22-2017-063-08,8,1,11,1,1,2,8,1,3,2,1,1,4,4,1,2,2,0,0,1,1,78.21052727411970000000,12,2
7221,22,63,1-22-2017-063-08,8,1,13,,,,,,,,,,4,0,1,2,1,0,0,1,3,78.21052727411970000000,12,2
7221,22,63,1-22-2017-063-08,8,1,21,,,,,,,,,,,,,,,,,2,1,78.21052727411970000000,12,2
7221,22,63,1-22-2017-063-08,8,1,22,,,,,,,,,,3,0,0,0,0,0,0,2,2,78.21052727411970000000,12,2
7221,22,63,1-22-2017-063-08,8,1,23,7,1,1,1,1,3,2,1,1,4,0,0,1,0,0,0,2,3,78.21052727411970000000,12,2
7275,22,64,1-22-2017-064-10,10,1,11,1,1,6,1,2,3,2,1,1,4,0,9,1,5,0,0,1,1,147.61596655612600000000,12,2
7275,22,64,1-22-2017-064-10,10,1,13,1,1,6,1,2,3,2,1,1,4,4,1,1,1,0,0,1,3,147.61596655612600000000,12,2
7275,22,64,1-22-2017-064-10,10,1,21,7,1,1,1,1,99,9,1,1,4,99,9,1,0,0,0,2,1,147.61596655612600000000,12,2
7275,22,64,1-22-2017-064-10,10,1,22,,,,,,,,,,,,,,,,,2,2,147.61596655612600000000,12,2
7275,22,64,1-22-2017-064-10,10,1,23,7,1,1,1,1,99,9,1,1,4,14,1,1,0,0,0,2,3,147.61596655612600000000,12,2
7275,22,64,1-22-2017-064-10,10,1,31,,,,,,,,,,,,,,,,,3,1,147.61596655612600000000,12,2
7275,22,64,1-22-2017-064-10,10,1,32,,,,,,,,,,,,,,,,,3,2,147.61596655612600000000,12,2
7275,22,64,1-22-2017-064-10,10,1,33,,,,,,,,,,,,,,,,,3,3,147.61596655612600000000,12,2
7276,22,65,1-22-2017-065-10,10,1,11,1,1,2,98,1,3,9,9,1,4,99,9,3,5,9,0,1,1,240.11221588755000000000,12,2
7276,22,65,1-22-2017-065-10,10,1,13,,,,,,,,,,,,,,,,,1,3,240.11221588755000000000,12,2
7276,22,65,1-22-2017-065-10,10,1,21,,,,,,,,,,,,,,,,,2,1,240.11221588755000000000,12,2
7276,22,65,1-22-2017-065-10,10,1,22,,,,,,,,,,,,,,,,,2,2,240.11221588755000000000,12,2
7276,22,65,1-22-2017-065-10,10,1,23,,,,,,,,,,,,,,,,,2,3,240.11221588755000000000,12,2
7321,22,66,1-22-2017-066-04,4,1,11,1,1,2,1,1,3,2,1,1,4,4,1,2,2,0,0,1,1,285.13604139823800000000,12,2
7321,22,66,1-22-2017-066-04,4,1,13,1,1,9,1,1,3,2,1,1,4,4,1,2,2,0,0,1,3,285.13604139823800000000,12,2
7321,22,66,1-22-2017-066-04,4,1,21,,,,,,,,,,,,,,,,,2,1,285.13604139823800000000,12,2
7321,22,66,1-22-2017-066-04,4,1,22,,,,,,,,,,,,,,,,,2,2,285.13604139823800000000,12,2
