CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,BAGNO,SEATLOC,CASEWGT,PSUSTRAT,VERSION
7689,20,91,1-20-2017-091-07,7,1,2,21,702.60942414034600000000,11,2
7689,20,91,1-20-2017-091-07,7,1,4,23,702.60942414034600000000,11,2
7735,20,93,1-20-2017-093-06,6,1,1,11,773.41493042465900000000,11,2
7735,20,93,1-20-2017-093-06,6,1,2,13,773.41493042465900000000,11,2
7735,20,93,1-20-2017-093-06,6,2,1,11,773.41493042465900000000,11,2
7735,20,93,1-20-2017-093-06,6,2,3,11,773.41493042465900000000,11,2
7735,20,93,1-20-2017-093-06,6,2,2,13,773.41493042465900000000,11,2
7735,20,93,1-20-2017-093-06,6,2,4,13,773.41493042465900000000,11,2
7735,20,93,1-20-2017-093-06,6,2,3,21,773.41493042465900000000,11,2
7735,20,93,1-20-2017-093-06,6,2,4,23,773.41493042465900000000,11,2
7736,20,94,1-20-2017-094-02,2,1,1,11,39.06733804536630000000,11,2
7736,20,94,1-20-2017-094-02,2,1,2,11,39.06733804536630000000,11,2
7736,20,94,1-20-2017-094-02,2,1,3,11,39.06733804536630000000,11,2
7736,20,94,1-20-2017-094-02,2,1,6,11,39.06733804536630000000,11,2
7736,20,94,1-20-2017-094-02,2,1,4,13,39.06733804536630000000,11,2
7736,20,94,1-20-2017-094-02,2,1,5,13,39.06733804536630000000,11,2
7736,20,94,1-20-2017-094-02,2,1,7,13,39.06733804536630000000,11,2
7736,20,94,1-20-2017-094-02,2,1,3,21,39.06733804536630000000,11,2
7736,20,94,1-20-2017-094-02,2,1,5,23,39.06733804536630000000,11,2
7799,20,97,1-20-2017-097-04,4,1,1,11,2093.85301879526000000000,11,2
7799,20,97,1-20-2017-097-04,4,1,2,11,2093.85301879526000000000,11,2
7799,20,97,1-20-2017-097-04,4,1,3,11,2093.85301879526000000000,11,2
7799,20,97,1-20-2017-097-04,4,1,4,11,2093.85301879526000000000,11,2
7799,20,97,1-20-2017-097-04,4,1,5,13,2093.85301879526000000000,11,2
7799,20,97,1-20-2017-097-04,4,1,6,13,2093.85301879526000000000,11,2
7799,20,97,1-20-2017-097-04,4,1,7,13,2093.85301879526000000000,11,2
7799,20,97,1-20-2017-097-04,4,1,8,13,2093.85301879526000000000,11,2
7799,20,97,1-20-2017-097-04,4,1,4,21,2093.85301879526000000000,11,2
7799,20,97,1-20-2017-097-04,4,1,8,23,2093.85301879526000000000,11,2
7860,20,100,1-20-2017-100-03,3,1,1,11,97.23967098172880000000,11,2
7860,20,100,1-20-2017-100-03,3,1,2,11,97.23967098172880000000,11,2
7860,20,100,1-20-2017-100-03,3,1,3,11,97.23967098172880000000,11,2
7860,20,100,1-20-2017-100-03,3,1,4,13,97.23967098172880000000,11,2
7860,20,100,1-20-2017-100-03,3,1,5,13,97.23967098172880000000,11,2
7860,20,100,1-20-2017-100-03,3,1,6,13,97.23967098172880000000,11,2
7860,20,100,1-20-2017-100-03,3,1,3,21,97.23967098172880000000,11,2
7860,20,100,1-20-2017-100-03,3,1,6,23,97.23967098172880000000,11,2
7860,20,100,1-20-2017-100-03,3,2,1,11,97.23967098172880000000,11,2
7860,20,100,1-20-2017-100-03,3,2,2,11,97.23967098172880000000,11,2
7860,20,100,1-20-2017-100-03,3,2,3,13,97.23967098172880000000,11,2
7860,20,100,1-20-2017-100-03,3,2,4,13,97.23967098172880000000,11,2
7863,20,101,1-20-2017-101-06,6,2,1,11,188.59677380149800000000,11,2
7863,20,101,1-20-2017-101-06,6,2,2,13,188.59677380149800000000,11,2
7867,20,102,1-20-2017-102-03,3,1,1,11,97.23967098172880000000,11,2
7867,20,102,1-20-2017-102-03,3,1,2,13,97.23967098172880000000,11,2
7915,20,103,1-20-2017-103-01,1,1,1,11,88.90847183912900000000,11,2
7915,20,103,1-20-2017-103-01,1,1,2,13,88.90847183912900000000,11,2
7915,20,103,1-20-2017-103-01,1,2,1,11,88.90847183912900000000,11,2
7915,20,103,1-20-2017-103-01,1,2,2,13,88.90847183912900000000,11,2
7913,20,104,1-20-2017-104-03,3,1,1,11,378.28856838694000000000,11,2
7913,20,104,1-20-2017-104-03,3,1,2,13,378.28856838694000000000,11,2
7913,20,104,1-20-2017-104-03,3,2,1,11,378.28856838694000000000,11,2
7913,20,104,1-20-2017-104-03,3,2,2,11,378.28856838694000000000,11,2
7913,20,104,1-20-2017-104-03,3,2,3,11,378.28856838694000000000,11,2
7913,20,104,1-20-2017-104-03,3,2,4,13,378.28856838694000000000,11,2
7913,20,104,1-20-2017-104-03,3,2,5,13,378.28856838694000000000,11,2
7913,20,104,1-20-2017-104-03,3,2,6,13,378.28856838694000000000,11,2
7913,20,104,1-20-2017-104-03,3,2,3,21,378.28856838694000000000,11,2
7913,20,104,1-20-2017-104-03,3,2,6,23,378.28856838694000000000,11,2
7914,20,105,1-20-2017-105-05,5,1,1,11,64.46659981848830000000,11,2
7914,20,105,1-20-2017-105-05,5,1,2,13,64.46659981848830000000,11,2
7962,20,106,1-20-2017-106-09,9,1,1,11,843.75224176338900000000,11,2
7962,20,106,1-20-2017-106-09,9,1,3,11,843.75224176338900000000,11,2
7962,20,106,1-20-2017-106-09,9,1,2,13,843.75224176338900000000,11,2
7963,20,107,1-20-2017-107-08,8,1,1,11,103.54588377132300000000,11,2
7963,20,107,1-20-2017-107-08,8,1,2,13,103.54588377132300000000,11,2
7971,20,109,1-20-2017-109-03,3,1,1,11,125.41439754736500000000,11,2
7971,20,109,1-20-2017-109-03,3,1,2,11,125.41439754736500000000,11,2
7971,20,109,1-20-2017-109-03,3,1,3,11,125.41439754736500000000,11,2
7971,20,109,1-20-2017-109-03,3,1,4,13,125.41439754736500000000,11,2
7971,20,109,1-20-2017-109-03,3,1,5,13,125.41439754736500000000,11,2
7971,20,109,1-20-2017-109-03,3,1,6,13,125.41439754736500000000,11,2
7971,20,109,1-20-2017-109-03,3,1,3,21,125.41439754736500000000,11,2
7971,20,109,1-20-2017-109-03,3,1,6,23,125.41439754736500000000,11,2
7971,20,109,1-20-2017-109-03,3,2,1,11,125.41439754736500000000,11,2
7971,20,109,1-20-2017-109-03,3,2,2,11,125.41439754736500000000,11,2
7971,20,109,1-20-2017-109-03,3,2,5,11,125.41439754736500000000,11,2
7971,20,109,1-20-2017-109-03,3,2,3,13,125.41439754736500000000,11,2
7971,20,109,1-20-2017-109-03,3,2,4,13,125.41439754736500000000,11,2
7971,20,109,1-20-2017-109-03,3,2,6,13,125.41439754736500000000,11,2
7971,20,109,1-20-2017-109-03,3,2,2,21,125.41439754736500000000,11,2
7971,20,109,1-20-2017-109-03,3,2,4,23,125.41439754736500000000,11,2
8016,20,110,1-20-2017-110-01,1,1,1,11,56.81933354281490000000,11,2
8016,20,110,1-20-2017-110-01,1,1,2,13,56.81933354281490000000,11,2
8017,20,111,1-20-2017-111-06,6,1,1,11,468.88569767985500000000,11,2
8017,20,111,1-20-2017-111-06,6,1,2,11,468.88569767985500000000,11,2
8017,20,111,1-20-2017-111-06,6,1,3,11,468.88569767985500000000,11,2
8017,20,111,1-20-2017-111-06,6,1,4,13,468.88569767985500000000,11,2
8017,20,111,1-20-2017-111-06,6,1,5,13,468.88569767985500000000,11,2
8017,20,111,1-20-2017-111-06,6,1,6,13,468.88569767985500000000,11,2
8017,20,111,1-20-2017-111-06,6,1,3,21,468.88569767985500000000,11,2
8017,20,111,1-20-2017-111-06,6,1,6,23,468.88569767985500000000,11,2
8077,20,116,1-20-2017-116-01,1,1,1,11,47.97147683516590000000,11,2
8077,20,116,1-20-2017-116-01,1,1,2,11,47.97147683516590000000,11,2
8077,20,116,1-20-2017-116-01,1,1,3,11,47.97147683516590000000,11,2
8077,20,116,1-20-2017-116-01,1,1,4,13,47.97147683516590000000,11,2
8077,20,116,1-20-2017-116-01,1,1,5,13,47.97147683516590000000,11,2
8077,20,116,1-20-2017-116-01,1,1,6,13,47.97147683516590000000,11,2
8077,20,116,1-20-2017-116-01,1,1,3,21,47.97147683516590000000,11,2
8077,20,116,1-20-2017-116-01,1,1,6,23,47.97147683516590000000,11,2
8094,20,117,1-20-2017-117-07,7,1,1,11,447.19108221602800000000,11,2
8094,20,117,1-20-2017-117-07,7,1,2,11,447.19108221602800000000,11,2
8094,20,117,1-20-2017-117-07,7,1,3,11,447.19108221602800000000,11,2
8094,20,117,1-20-2017-117-07,7,1,4,11,447.19108221602800000000,11,2
8094,20,117,1-20-2017-117-07,7,1,6,13,447.19108221602800000000,11,2
8094,20,117,1-20-2017-117-07,7,1,7,13,447.19108221602800000000,11,2
8094,20,117,1-20-2017-117-07,7,1,8,13,447.19108221602800000000,11,2
8094,20,117,1-20-2017-117-07,7,1,4,21,447.19108221602800000000,11,2
8094,20,117,1-20-2017-117-07,7,1,5,21,447.19108221602800000000,11,2
8094,20,117,1-20-2017-117-07,7,1,8,23,447.19108221602800000000,11,2
8094,20,117,1-20-2017-117-07,7,1,9,23,447.19108221602800000000,11,2
8169,20,119,1-20-2017-119-03,3,1,1,11,140.67471679379700000000,11,2
8169,20,119,1-20-2017-119-03,3,1,2,11,140.67471679379700000000,11,2
8169,20,119,1-20-2017-119-03,3,1,3,11,140.67471679379700000000,11,2
8169,20,119,1-20-2017-119-03,3,1,4,11,140.67471679379700000000,11,2
8169,20,119,1-20-2017-119-03,3,1,6,13,140.67471679379700000000,11,2
8169,20,119,1-20-2017-119-03,3,1,7,13,140.67471679379700000000,11,2
8169,20,119,1-20-2017-119-03,3,1,8,13,140.67471679379700000000,11,2
8169,20,119,1-20-2017-119-03,3,1,9,13,140.67471679379700000000,11,2
8169,20,119,1-20-2017-119-03,3,1,4,21,140.67471679379700000000,11,2
8169,20,119,1-20-2017-119-03,3,1,5,21,140.67471679379700000000,11,2
8169,20,119,1-20-2017-119-03,3,1,9,23,140.67471679379700000000,11,2
8169,20,119,1-20-2017-119-03,3,1,10,23,140.67471679379700000000,11,2
8169,20,119,1-20-2017-119-03,3,2,1,11,140.67471679379700000000,11,2
8169,20,119,1-20-2017-119-03,3,2,3,11,140.67471679379700000000,11,2
8169,20,119,1-20-2017-119-03,3,2,4,11,140.67471679379700000000,11,2
8169,20,119,1-20-2017-119-03,3,2,6,11,140.67471679379700000000,11,2
8169,20,119,1-20-2017-119-03,3,2,2,13,140.67471679379700000000,11,2
8169,20,119,1-20-2017-119-03,3,2,5,13,140.67471679379700000000,11,2
8169,20,119,1-20-2017-119-03,3,2,7,13,140.67471679379700000000,11,2
8169,20,119,1-20-2017-119-03,3,2,6,21,140.67471679379700000000,11,2
8169,20,119,1-20-2017-119-03,3,2,7,23,140.67471679379700000000,11,2
8170,20,120,1-20-2017-120-09,9,1,1,11,946.41931050515200000000,11,2
8170,20,120,1-20-2017-120-09,9,1,2,13,946.41931050515200000000,11,2
8171,20,121,1-20-2017-121-03,3,1,1,11,140.67471679379700000000,11,2
8171,20,121,1-20-2017-121-03,3,1,3,11,140.67471679379700000000,11,2
8171,20,121,1-20-2017-121-03,3,1,5,11,140.67471679379700000000,11,2
8171,20,121,1-20-2017-121-03,3,1,2,13,140.67471679379700000000,11,2
8171,20,121,1-20-2017-121-03,3,1,4,13,140.67471679379700000000,11,2
8171,20,121,1-20-2017-121-03,3,1,6,13,140.67471679379700000000,11,2
8171,20,121,1-20-2017-121-03,3,1,5,21,140.67471679379700000000,11,2
8171,20,121,1-20-2017-121-03,3,1,6,23,140.67471679379700000000,11,2
8227,20,123,1-20-2017-123-06,6,1,1,11,513.41146111088100000000,11,2
8227,20,123,1-20-2017-123-06,6,1,2,11,513.41146111088100000000,11,2
8227,20,123,1-20-2017-123-06,6,1,3,11,513.41146111088100000000,11,2
8227,20,123,1-20-2017-123-06,6,1,4,13,513.41146111088100000000,11,2
8227,20,123,1-20-2017-123-06,6,1,5,13,513.41146111088100000000,11,2
8227,20,123,1-20-2017-123-06,6,1,6,13,513.41146111088100000000,11,2
8227,20,123,1-20-2017-123-06,6,1,3,21,513.41146111088100000000,11,2
8227,20,123,1-20-2017-123-06,6,1,6,23,513.41146111088100000000,11,2
8227,20,123,1-20-2017-123-06,6,2,1,11,513.41146111088100000000,11,2
8227,20,123,1-20-2017-123-06,6,2,3,11,513.41146111088100000000,11,2
8227,20,123,1-20-2017-123-06,6,2,5,11,513.41146111088100000000,11,2
8227,20,123,1-20-2017-123-06,6,2,2,13,513.41146111088100000000,11,2
8227,20,123,1-20-2017-123-06,6,2,4,13,513.41146111088100000000,11,2
8227,20,123,1-20-2017-123-06,6,2,6,13,513.41146111088100000000,11,2
8227,20,123,1-20-2017-123-06,6,2,3,21,513.41146111088100000000,11,2
8227,20,123,1-20-2017-123-06,6,2,4,23,513.41146111088100000000,11,2
8289,20,131,1-20-2017-131-10,10,1,1,11,3419.93796732835000000000,11,2
8289,20,131,1-20-2017-131-10,10,1,2,13,3419.93796732835000000000,11,2
8383,20,133,1-20-2017-133-06,6,2,1,11,660.66111591016900000000,11,2
8383,20,133,1-20-2017-133-06,6,2,2,11,660.66111591016900000000,11,2
8383,20,133,1-20-2017-133-06,6,2,3,11,660.66111591016900000000,11,2
8383,20,133,1-20-2017-133-06,6,2,4,13,660.66111591016900000000,11,2
8383,20,133,1-20-2017-133-06,6,2,5,13,660.66111591016900000000,11,2
8383,20,133,1-20-2017-133-06,6,2,6,13,660.66111591016900000000,11,2
8383,20,133,1-20-2017-133-06,6,2,3,21,660.66111591016900000000,11,2
8383,20,133,1-20-2017-133-06,6,2,6,23,660.66111591016900000000,11,2
8383,20,133,1-20-2017-133-06,6,3,1,11,660.66111591016900000000,11,2
8383,20,133,1-20-2017-133-06,6,3,2,13,660.66111591016900000000,11,2
8384,20,134,1-20-2017-134-02,2,1,1,11,39.06733804536630000000,11,2
8384,20,134,1-20-2017-134-02,2,1,2,11,39.06733804536630000000,11,2
8384,20,134,1-20-2017-134-02,2,1,3,11,39.06733804536630000000,11,2
8384,20,134,1-20-2017-134-02,2,1,4,13,39.06733804536630000000,11,2
8384,20,134,1-20-2017-134-02,2,1,5,13,39.06733804536630000000,11,2
8384,20,134,1-20-2017-134-02,2,1,6,13,39.06733804536630000000,11,2
8384,20,134,1-20-2017-134-02,2,1,3,21,39.06733804536630000000,11,2
8384,20,134,1-20-2017-134-02,2,1,6,23,39.06733804536630000000,11,2
8385,20,135,1-20-2017-135-03,3,2,1,11,340.63397929141200000000,11,2
8385,20,135,1-20-2017-135-03,3,2,3,11,340.63397929141200000000,11,2
8385,20,135,1-20-2017-135-03,3,2,5,11,340.63397929141200000000,11,2
8385,20,135,1-20-2017-135-03,3,2,2,13,340.63397929141200000000,11,2
8385,20,135,1-20-2017-135-03,3,2,4,13,340.63397929141200000000,11,2
8385,20,135,1-20-2017-135-03,3,2,6,13,340.63397929141200000000,11,2
8385,20,135,1-20-2017-135-03,3,2,5,21,340.63397929141200000000,11,2
8385,20,135,1-20-2017-135-03,3,2,6,23,340.63397929141200000000,11,2
8436,20,136,1-20-2017-136-06,6,1,1,11,251.65386651402400000000,11,2
8436,20,136,1-20-2017-136-06,6,1,3,11,251.65386651402400000000,11,2
8436,20,136,1-20-2017-136-06,6,1,2,13,251.65386651402400000000,11,2
8436,20,136,1-20-2017-136-06,6,1,4,13,251.65386651402400000000,11,2
8436,20,136,1-20-2017-136-06,6,1,3,21,251.65386651402400000000,11,2
8436,20,136,1-20-2017-136-06,6,1,4,23,251.65386651402400000000,11,2
8452,20,140,1-20-2017-140-03,3,1,1,11,129.75163194922700000000,11,2
8452,20,140,1-20-2017-140-03,3,2,1,11,129.75163194922700000000,11,2
8452,20,140,1-20-2017-140-03,3,2,2,11,129.75163194922700000000,11,2
8452,20,140,1-20-2017-140-03,3,2,3,11,129.75163194922700000000,11,2
8452,20,140,1-20-2017-140-03,3,2,4,11,129.75163194922700000000,11,2
8452,20,140,1-20-2017-140-03,3,2,5,13,129.75163194922700000000,11,2
8452,20,140,1-20-2017-140-03,3,2,6,13,129.75163194922700000000,11,2
8452,20,140,1-20-2017-140-03,3,2,7,13,129.75163194922700000000,11,2
8452,20,140,1-20-2017-140-03,3,2,4,21,129.75163194922700000000,11,2
8452,20,140,1-20-2017-140-03,3,2,7,23,129.75163194922700000000,11,2
8518,20,141,1-20-2017-141-05,5,1,1,11,36.14618939188560000000,11,2
8518,20,141,1-20-2017-141-05,5,1,2,11,36.14618939188560000000,11,2
8518,20,141,1-20-2017-141-05,5,1,3,11,36.14618939188560000000,11,2
8518,20,141,1-20-2017-141-05,5,1,7,11,36.14618939188560000000,11,2
8518,20,141,1-20-2017-141-05,5,1,4,13,36.14618939188560000000,11,2
8518,20,141,1-20-2017-141-05,5,1,5,13,36.14618939188560000000,11,2
8518,20,141,1-20-2017-141-05,5,1,6,13,36.14618939188560000000,11,2
8518,20,141,1-20-2017-141-05,5,1,8,13,36.14618939188560000000,11,2
8518,20,141,1-20-2017-141-05,5,1,3,21,36.14618939188560000000,11,2
8518,20,141,1-20-2017-141-05,5,1,10,21,36.14618939188560000000,11,2
8518,20,141,1-20-2017-141-05,5,1,5,23,36.14618939188560000000,11,2
8518,20,141,1-20-2017-141-05,5,1,9,23,36.14618939188560000000,11,2
8519,20,142,1-20-2017-142-06,6,1,1,11,299.84932881003100000000,11,2
8519,20,142,1-20-2017-142-06,6,1,2,11,299.84932881003100000000,11,2
8519,20,142,1-20-2017-142-06,6,1,3,13,299.84932881003100000000,11,2
8519,20,142,1-20-2017-142-06,6,1,4,13,299.84932881003100000000,11,2
8519,20,142,1-20-2017-142-06,6,2,1,11,299.84932881003100000000,11,2
8519,20,142,1-20-2017-142-06,6,2,2,11,299.84932881003100000000,11,2
8519,20,142,1-20-2017-142-06,6,2,3,11,299.84932881003100000000,11,2
8519,20,142,1-20-2017-142-06,6,2,4,13,299.84932881003100000000,11,2
8519,20,142,1-20-2017-142-06,6,2,5,13,299.84932881003100000000,11,2
8519,20,142,1-20-2017-142-06,6,2,6,13,299.84932881003100000000,11,2
8519,20,142,1-20-2017-142-06,6,2,3,21,299.84932881003100000000,11,2
8519,20,142,1-20-2017-142-06,6,2,6,23,299.84932881003100000000,11,2
8519,20,142,1-20-2017-142-06,6,2,3,31,299.84932881003100000000,11,2
8519,20,142,1-20-2017-142-06,6,2,6,33,299.84932881003100000000,11,2
8527,20,144,1-20-2017-144-03,3,1,1,11,154.60100133138100000000,11,2
8527,20,144,1-20-2017-144-03,3,1,4,11,154.60100133138100000000,11,2
8527,20,144,1-20-2017-144-03,3,1,6,11,154.60100133138100000000,11,2
8527,20,144,1-20-2017-144-03,3,1,2,13,154.60100133138100000000,11,2
8527,20,144,1-20-2017-144-03,3,1,3,13,154.60100133138100000000,11,2
8527,20,144,1-20-2017-144-03,3,1,5,13,154.60100133138100000000,11,2
8527,20,144,1-20-2017-144-03,3,1,7,13,154.60100133138100000000,11,2
8527,20,144,1-20-2017-144-03,3,1,6,21,154.60100133138100000000,11,2
8527,20,144,1-20-2017-144-03,3,1,7,23,154.60100133138100000000,11,2
8527,20,144,1-20-2017-144-03,3,2,1,11,154.60100133138100000000,11,2
8527,20,144,1-20-2017-144-03,3,2,2,11,154.60100133138100000000,11,2
8527,20,144,1-20-2017-144-03,3,2,5,11,154.60100133138100000000,11,2
8527,20,144,1-20-2017-144-03,3,2,9,11,154.60100133138100000000,11,2
8527,20,144,1-20-2017-144-03,3,2,3,13,154.60100133138100000000,11,2
8527,20,144,1-20-2017-144-03,3,2,4,13,154.60100133138100000000,11,2
8527,20,144,1-20-2017-144-03,3,2,6,13,154.60100133138100000000,11,2
8527,20,144,1-20-2017-144-03,3,2,10,13,154.60100133138100000000,11,2
8527,20,144,1-20-2017-144-03,3,2,7,21,154.60100133138100000000,11,2
8527,20,144,1-20-2017-144-03,3,2,9,21,154.60100133138100000000,11,2
8527,20,144,1-20-2017-144-03,3,2,8,23,154.60100133138100000000,11,2
8527,20,144,1-20-2017-144-03,3,2,10,23,154.60100133138100000000,11,2
8580,20,145,1-20-2017-145-03,3,2,1,11,215.74389846511000000000,11,2
8580,20,145,1-20-2017-145-03,3,2,2,11,215.74389846511000000000,11,2
8580,20,145,1-20-2017-145-03,3,2,3,11,215.74389846511000000000,11,2
8580,20,145,1-20-2017-145-03,3,2,4,13,215.74389846511000000000,11,2
8580,20,145,1-20-2017-145-03,3,2,5,13,215.74389846511000000000,11,2
8580,20,145,1-20-2017-145-03,3,2,6,13,215.74389846511000000000,11,2
8580,20,145,1-20-2017-145-03,3,2,3,21,215.74389846511000000000,11,2
8580,20,145,1-20-2017-145-03,3,2,6,23,215.74389846511000000000,11,2
8581,20,146,1-20-2017-146-07,7,1,1,11,914.10565925969300000000,11,2
8581,20,146,1-20-2017-146-07,7,1,2,11,914.10565925969300000000,11,2
8581,20,146,1-20-2017-146-07,7,1,3,11,914.10565925969300000000,11,2
8581,20,146,1-20-2017-146-07,7,1,4,13,914.10565925969300000000,11,2
8581,20,146,1-20-2017-146-07,7,1,5,13,914.10565925969300000000,11,2
8581,20,146,1-20-2017-146-07,7,1,6,13,914.10565925969300000000,11,2
8581,20,146,1-20-2017-146-07,7,1,3,21,914.10565925969300000000,11,2
8581,20,146,1-20-2017-146-07,7,1,6,23,914.10565925969300000000,11,2
8582,20,147,1-20-2017-147-03,3,1,1,11,215.74389846511000000000,11,2
8582,20,147,1-20-2017-147-03,3,1,3,11,215.74389846511000000000,11,2
8582,20,147,1-20-2017-147-03,3,1,5,11,215.74389846511000000000,11,2
8582,20,147,1-20-2017-147-03,3,1,7,11,215.74389846511000000000,11,2
8582,20,147,1-20-2017-147-03,3,1,2,13,215.74389846511000000000,11,2
8582,20,147,1-20-2017-147-03,3,1,4,13,215.74389846511000000000,11,2
8582,20,147,1-20-2017-147-03,3,1,6,13,215.74389846511000000000,11,2
8582,20,147,1-20-2017-147-03,3,1,8,13,215.74389846511000000000,11,2
8582,20,147,1-20-2017-147-03,3,1,7,21,215.74389846511000000000,11,2
8582,20,147,1-20-2017-147-03,3,1,8,23,215.74389846511000000000,11,2
8641,20,148,1-20-2017-148-02,2,1,1,11,126.21531659719600000000,11,2
8641,20,148,1-20-2017-148-02,2,1,3,11,126.21531659719600000000,11,2
8641,20,148,1-20-2017-148-02,2,1,2,13,126.21531659719600000000,11,2
8641,20,148,1-20-2017-148-02,2,1,4,13,126.21531659719600000000,11,2
8641,20,148,1-20-2017-148-02,2,2,1,11,126.21531659719600000000,11,2
8641,20,148,1-20-2017-148-02,2,2,2,13,126.21531659719600000000,11,2
8751,20,149,1-20-2017-149-04,4,1,1,11,809.19022299613200000000,11,2
8751,20,149,1-20-2017-149-04,4,1,3,11,809.19022299613200000000,11,2
8751,20,149,1-20-2017-149-04,4,1,5,11,809.19022299613200000000,11,2
8751,20,149,1-20-2017-149-04,4,1,2,13,809.19022299613200000000,11,2
8751,20,149,1-20-2017-149-04,4,1,4,13,809.19022299613200000000,11,2
8751,20,149,1-20-2017-149-04,4,1,6,13,809.19022299613200000000,11,2
8751,20,149,1-20-2017-149-04,4,1,5,21,809.19022299613200000000,11,2
8751,20,149,1-20-2017-149-04,4,1,6,23,809.19022299613200000000,11,2
8763,20,152,1-20-2017-152-04,4,1,1,11,809.19022299613200000000,11,2
8763,20,152,1-20-2017-152-04,4,3,1,11,809.19022299613200000000,11,2
8768,20,153,1-20-2017-153-03,3,1,1,11,255.69445426619000000000,11,2
8768,20,153,1-20-2017-153-03,3,1,2,11,255.69445426619000000000,11,2
8768,20,153,1-20-2017-153-03,3,1,3,13,255.69445426619000000000,11,2
8768,20,153,1-20-2017-153-03,3,1,4,13,255.69445426619000000000,11,2
8825,20,154,1-20-2017-154-05,5,1,1,11,37.31615053221780000000,11,2
8825,20,154,1-20-2017-154-05,5,1,2,11,37.31615053221780000000,11,2
8825,20,154,1-20-2017-154-05,5,1,3,13,37.31615053221780000000,11,2
8825,20,154,1-20-2017-154-05,5,1,4,13,37.31615053221780000000,11,2
8825,20,154,1-20-2017-154-05,5,1,2,21,37.31615053221780000000,11,2
8825,20,154,1-20-2017-154-05,5,1,4,23,37.31615053221780000000,11,2
8827,20,156,1-20-2017-156-03,3,1,1,11,218.97033816410200000000,11,2
8827,20,156,1-20-2017-156-03,3,1,2,11,218.97033816410200000000,11,2
8827,20,156,1-20-2017-156-03,3,1,3,11,218.97033816410200000000,11,2
8827,20,156,1-20-2017-156-03,3,1,7,11,218.97033816410200000000,11,2
8827,20,156,1-20-2017-156-03,3,1,4,13,218.97033816410200000000,11,2
8827,20,156,1-20-2017-156-03,3,1,5,13,218.97033816410200000000,11,2
8827,20,156,1-20-2017-156-03,3,1,6,13,218.97033816410200000000,11,2
8827,20,156,1-20-2017-156-03,3,1,8,13,218.97033816410200000000,11,2
8827,20,156,1-20-2017-156-03,3,1,3,21,218.97033816410200000000,11,2
8827,20,156,1-20-2017-156-03,3,1,9,21,218.97033816410200000000,11,2
8827,20,156,1-20-2017-156-03,3,1,6,23,218.97033816410200000000,11,2
8827,20,156,1-20-2017-156-03,3,1,10,23,218.97033816410200000000,11,2
8827,20,156,1-20-2017-156-03,3,2,1,11,218.97033816410200000000,11,2
8827,20,156,1-20-2017-156-03,3,2,2,13,218.97033816410200000000,11,2
8829,20,157,1-20-2017-157-03,3,1,1,11,218.97033816410200000000,11,2
8829,20,157,1-20-2017-157-03,3,1,2,11,218.97033816410200000000,11,2
8829,20,157,1-20-2017-157-03,3,1,3,11,218.97033816410200000000,11,2
8829,20,157,1-20-2017-157-03,3,1,4,13,218.97033816410200000000,11,2
8829,20,157,1-20-2017-157-03,3,1,5,13,218.97033816410200000000,11,2
8829,20,157,1-20-2017-157-03,3,1,6,13,218.97033816410200000000,11,2
8829,20,157,1-20-2017-157-03,3,1,3,21,218.97033816410200000000,11,2
8829,20,157,1-20-2017-157-03,3,1,6,23,218.97033816410200000000,11,2
8829,20,157,1-20-2017-157-03,3,2,1,11,218.97033816410200000000,11,2
8829,20,157,1-20-2017-157-03,3,2,2,11,218.97033816410200000000,11,2
8829,20,157,1-20-2017-157-03,3,2,3,11,218.97033816410200000000,11,2
8829,20,157,1-20-2017-157-03,3,2,4,11,218.97033816410200000000,11,2
8829,20,157,1-20-2017-157-03,3,2,5,13,218.97033816410200000000,11,2
8829,20,157,1-20-2017-157-03,3,2,6,13,218.97033816410200000000,11,2
8829,20,157,1-20-2017-157-03,3,2,7,13,218.97033816410200000000,11,2
8829,20,157,1-20-2017-157-03,3,2,4,21,218.97033816410200000000,11,2
8829,20,157,1-20-2017-157-03,3,2,7,23,218.97033816410200000000,11,2
8829,20,157,1-20-2017-157-03,3,2,4,31,218.97033816410200000000,11,2
8829,20,157,1-20-2017-157-03,3,2,7,33,218.97033816410200000000,11,2
8862,20,158,1-20-2017-158-03,3,1,1,11,243.96186764691600000000,11,2
8862,20,158,1-20-2017-158-03,3,1,2,13,243.96186764691600000000,11,2
8862,20,158,1-20-2017-158-03,3,2,1,11,243.96186764691600000000,11,2
8862,20,158,1-20-2017-158-03,3,2,2,11,243.96186764691600000000,11,2
8862,20,158,1-20-2017-158-03,3,2,3,11,243.96186764691600000000,11,2
8862,20,158,1-20-2017-158-03,3,2,4,13,243.96186764691600000000,11,2
8862,20,158,1-20-2017-158-03,3,2,5,13,243.96186764691600000000,11,2
8862,20,158,1-20-2017-158-03,3,2,6,13,243.96186764691600000000,11,2
8862,20,158,1-20-2017-158-03,3,2,3,21,243.96186764691600000000,11,2
8862,20,158,1-20-2017-158-03,3,2,6,23,243.96186764691600000000,11,2
8862,20,158,1-20-2017-158-03,3,3,1,11,243.96186764691600000000,11,2
8862,20,158,1-20-2017-158-03,3,3,2,11,243.96186764691600000000,11,2
8862,20,158,1-20-2017-158-03,3,3,3,11,243.96186764691600000000,11,2
