CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,SEQUENCE,PREEVENT,CASEWGT,PSUSTRAT,VERSION
6245,17,8,1-17-2017-008-03,3,1,1,2,134.28819158768900000000,4,2
6403,17,13,1-17-2017-013-03,3,1,1,8,612.63153371033600000000,4,2
6492,17,15,1-17-2017-015-04,4,1,1,6,2396.01535024564000000000,4,2
6492,17,15,1-17-2017-015-04,4,2,1,4,2396.01535024564000000000,4,2
6492,17,15,1-17-2017-015-04,4,2,2,8,2396.01535024564000000000,4,2
6635,17,18,1-17-2017-018-01,1,1,1,2,269.66330320321100000000,4,2
6635,17,18,1-17-2017-018-01,1,1,2,6,269.66330320321100000000,4,2
6715,17,20,1-17-2017-020-09,9,1,1,2,2912.32257635234000000000,4,2
6715,17,20,1-17-2017-020-09,9,1,2,7,2912.32257635234000000000,4,2
6715,17,20,1-17-2017-020-09,9,1,3,7,2912.32257635234000000000,4,2
6715,17,20,1-17-2017-020-09,9,1,4,2,2912.32257635234000000000,4,2
6715,17,20,1-17-2017-020-09,9,1,5,6,2912.32257635234000000000,4,2
6715,17,20,1-17-2017-020-09,9,1,6,7,2912.32257635234000000000,4,2
6715,17,20,1-17-2017-020-09,9,1,7,2,2912.32257635234000000000,4,2
6715,17,20,1-17-2017-020-09,9,1,8,6,2912.32257635234000000000,4,2
6749,17,21,1-17-2017-021-07,7,1,1,2,1152.79836779502000000000,4,2
6749,17,21,1-17-2017-021-07,7,1,2,6,1152.79836779502000000000,4,2
6789,17,22,1-17-2017-022-05,5,1,1,4,139.77152375891400000000,4,2
6789,17,22,1-17-2017-022-05,5,1,2,8,139.77152375891400000000,4,2
6812,17,23,1-17-2017-023-09,9,1,1,8,1691.99672341111000000000,4,2
7018,17,29,1-17-2017-029-03,3,1,1,2,556.30488602118700000000,4,2
7018,17,29,1-17-2017-029-03,3,1,2,6,556.30488602118700000000,4,2
7258,17,38,1-17-2017-038-04,4,1,1,8,350.95667965408700000000,4,2
7308,17,40,1-17-2017-040-07,7,1,1,8,470.14725410652400000000,4,2
7369,17,41,1-17-2017-041-06,6,1,1,8,158.75803500849500000000,4,2
7437,17,46,1-17-2017-046-07,7,1,1,8,627.97795862496700000000,4,2
7558,17,49,1-17-2017-049-03,3,1,1,4,134.78804348316800000000,4,2
7593,17,50,1-17-2017-050-07,7,1,1,6,900.22638266429200000000,4,2
7773,17,57,1-17-2017-057-08,8,1,1,8,188.05340454226200000000,4,2
7892,17,62,1-17-2017-062-06,6,1,1,2,254.33523737377100000000,4,2
7892,17,62,1-17-2017-062-06,6,1,2,6,254.33523737377100000000,4,2
8004,17,68,1-17-2017-068-02,2,1,1,2,100.14669405249400000000,4,2
8004,17,68,1-17-2017-068-02,2,1,2,6,100.14669405249400000000,4,2
8005,17,69,1-17-2017-069-08,8,1,1,8,338.59620717804800000000,4,2
8005,17,69,1-17-2017-069-08,8,1,2,9,338.59620717804800000000,4,2
8005,17,69,1-17-2017-069-08,8,1,3,2,338.59620717804800000000,4,2
8005,17,69,1-17-2017-069-08,8,1,4,3,338.59620717804800000000,4,2
8005,17,69,1-17-2017-069-08,8,1,5,8,338.59620717804800000000,4,2
8072,17,70,1-17-2017-070-05,5,1,1,8,156.47957675514800000000,4,2
8121,17,73,1-17-2017-073-02,2,1,1,2,67.58279126353610000000,4,2
8267,17,76,1-17-2017-076-08,8,1,1,8,421.79301649750600000000,4,2
8267,17,76,1-17-2017-076-08,8,1,2,9,421.79301649750600000000,4,2
8267,17,76,1-17-2017-076-08,8,1,3,2,421.79301649750600000000,4,2
8267,17,76,1-17-2017-076-08,8,1,4,6,421.79301649750600000000,4,2
8428,17,83,1-17-2017-083-06,6,1,1,2,350.70326460731600000000,4,2
8428,17,83,1-17-2017-083-06,6,1,2,6,350.70326460731600000000,4,2
8573,17,86,1-17-2017-086-01,1,1,1,8,222.27511247089600000000,4,2
8724,17,89,1-17-2017-089-05,5,1,1,8,628.83294075430700000000,4,2
8808,17,90,1-17-2017-090-02,2,1,1,2,70.25774132264430000000,4,2
8810,17,92,1-17-2017-092-08,8,1,1,6,265.66832544665600000000,4,2
8810,17,92,1-17-2017-092-08,8,1,2,98,265.66832544665600000000,4,2
9025,17,95,1-17-2017-095-01,1,1,1,6,141.13979406929600000000,4,2
6129,18,1,1-18-2017-001-10,10,1,1,8,6297.69228784152000000000,6,2
6214,18,3,1-18-2017-003-10,10,1,1,4,4594.56953046122000000000,6,2
6214,18,3,1-18-2017-003-10,10,1,2,8,4594.56953046122000000000,6,2
6258,18,4,1-18-2017-004-10,10,1,1,8,4851.78412070462000000000,6,2
6364,18,7,1-18-2017-007-02,2,1,1,8,124.55954653348500000000,6,2
6405,18,8,1-18-2017-008-07,7,1,1,2,1457.92941404829000000000,6,2
6405,18,8,1-18-2017-008-07,7,1,2,3,1457.92941404829000000000,6,2
6405,18,8,1-18-2017-008-07,7,1,3,2,1457.92941404829000000000,6,2
6405,18,8,1-18-2017-008-07,7,1,4,3,1457.92941404829000000000,6,2
6405,18,8,1-18-2017-008-07,7,1,5,8,1457.92941404829000000000,6,2
6450,18,9,1-18-2017-009-06,6,2,1,8,257.06934486803000000000,6,2
6504,18,10,1-18-2017-010-09,9,1,1,8,2893.11600762170000000000,6,2
6543,18,11,1-18-2017-011-06,6,1,1,2,726.60901657940100000000,6,2
6592,18,12,1-18-2017-012-04,4,1,1,2,2398.10824569296000000000,6,2
6639,18,13,1-18-2017-013-06,6,1,1,2,385.19032204209200000000,6,2
6639,18,13,1-18-2017-013-06,6,1,2,6,385.19032204209200000000,6,2
6691,18,15,1-18-2017-015-09,9,1,1,2,958.54534062632800000000,6,2
6719,18,16,1-18-2017-016-03,3,1,1,2,208.07525317884000000000,6,2
6719,18,16,1-18-2017-016-03,3,1,2,6,208.07525317884000000000,6,2
6754,18,17,1-18-2017-017-09,9,1,1,2,2543.89401154685000000000,6,2
6754,18,17,1-18-2017-017-09,9,1,2,6,2543.89401154685000000000,6,2
6796,18,18,1-18-2017-018-03,3,1,1,2,329.59017347433600000000,6,2
6830,18,19,1-18-2017-019-08,8,1,1,2,703.27361945978400000000,6,2
6830,18,19,1-18-2017-019-08,8,1,2,6,703.27361945978400000000,6,2
6888,18,21,1-18-2017-021-09,9,1,1,8,1731.35796359501000000000,6,2
6956,18,23,1-18-2017-023-10,10,1,1,2,20830.73511251550000000000,6,2
6956,18,23,1-18-2017-023-10,10,1,2,6,20830.73511251550000000000,6,2
7223,18,30,1-18-2017-030-08,8,1,1,2,363.80901130632200000000,6,2
7223,18,30,1-18-2017-030-08,8,1,2,6,363.80901130632200000000,6,2
7361,18,33,1-18-2017-033-04,4,1,1,2,706.85869642507400000000,6,2
7361,18,33,1-18-2017-033-04,4,1,2,6,706.85869642507400000000,6,2
7605,18,38,1-18-2017-038-02,2,1,1,2,82.56750368106610000000,6,2
7605,18,38,1-18-2017-038-02,2,1,2,6,82.56750368106610000000,6,2
7606,18,39,1-18-2017-039-09,9,1,1,8,3265.88247428880000000000,6,2
7690,18,41,1-18-2017-041-07,7,2,1,2,661.11520052444500000000,6,2
7723,18,42,1-18-2017-042-05,5,1,1,8,75.64990687070430000000,6,2
7724,18,43,1-18-2017-043-06,6,2,1,2,580.56124480734400000000,6,2
7855,18,46,1-18-2017-046-07,7,1,1,6,252.54613030044100000000,6,2
8040,18,51,1-18-2017-051-07,7,2,1,2,542.40021166799200000000,6,2
8074,18,53,1-18-2017-053-06,6,1,1,8,589.07980849348800000000,6,2
8130,18,54,1-18-2017-054-01,1,2,1,2,379.98349883598600000000,6,2
8210,18,55,1-18-2017-055-07,7,1,1,2,1178.91146170421000000000,6,2
8210,18,55,1-18-2017-055-07,7,1,2,6,1178.91146170421000000000,6,2
8389,18,60,1-18-2017-060-03,3,2,1,2,219.84355060555800000000,6,2
8765,18,70,1-18-2017-070-03,3,1,1,8,278.00972779916800000000,6,2
8811,18,71,1-18-2017-071-09,9,1,1,8,9984.70215625247000000000,6,2
8880,18,73,1-18-2017-073-01,1,1,1,2,136.74127624896500000000,6,2
8880,18,73,1-18-2017-073-01,1,1,2,6,136.74127624896500000000,6,2
8880,18,73,1-18-2017-073-01,1,1,3,98,136.74127624896500000000,6,2
8880,18,73,1-18-2017-073-01,1,1,4,98,136.74127624896500000000,6,2
8977,18,74,1-18-2017-074-07,7,1,1,8,5341.98894838585000000000,6,2
9033,18,75,1-18-2017-075-07,7,1,1,8,1923.36342162492000000000,6,2
9092,18,76,1-18-2017-076-04,4,1,1,2,296.07330258996400000000,6,2
6111,19,4,1-19-2017-004-05,5,1,1,2,84.45242169221480000000,9,2
6111,19,4,1-19-2017-004-05,5,1,2,6,84.45242169221480000000,9,2
6112,19,5,1-19-2017-005-03,3,1,1,2,639.39264963286900000000,9,2
6188,19,8,1-19-2017-008-08,8,1,1,6,306.90561299384600000000,9,2
6188,19,8,1-19-2017-008-08,8,1,2,7,306.90561299384600000000,9,2
6188,19,8,1-19-2017-008-08,8,1,3,4,306.90561299384600000000,9,2
6188,19,8,1-19-2017-008-08,8,1,4,8,306.90561299384600000000,9,2
6189,19,9,1-19-2017-009-05,5,1,1,6,79.98489951025890000000,9,2
6266,19,13,1-19-2017-013-05,5,1,1,6,79.98489951025890000000,9,2
6266,19,13,1-19-2017-013-05,5,1,2,98,79.98489951025890000000,9,2
6266,19,13,1-19-2017-013-05,5,1,3,98,79.98489951025890000000,9,2
6266,19,13,1-19-2017-013-05,5,1,4,7,79.98489951025890000000,9,2
6266,19,13,1-19-2017-013-05,5,1,5,4,79.98489951025890000000,9,2
6266,19,13,1-19-2017-013-05,5,1,6,8,79.98489951025890000000,9,2
6269,19,14,1-19-2017-014-09,9,1,1,8,933.15590969023200000000,9,2
6312,19,18,1-19-2017-018-03,3,1,1,2,252.84641086525500000000,9,2
6362,19,19,1-19-2017-019-06,6,1,1,2,417.70420985892400000000,9,2
6394,19,21,1-19-2017-021-03,3,2,1,4,2777.33927092249000000000,9,2
6559,19,29,1-19-2017-029-01,1,1,1,8,184.56369697782800000000,9,2
6584,19,31,1-19-2017-031-05,5,1,1,6,79.98489951025890000000,9,2
6674,19,35,1-19-2017-035-06,6,1,1,2,575.35912671865800000000,9,2
6711,19,37,1-19-2017-037-07,7,1,1,2,3842.78409134777000000000,9,2
6711,19,37,1-19-2017-037-07,7,1,2,6,3842.78409134777000000000,9,2
6752,19,40,1-19-2017-040-08,8,1,1,8,539.52796496770800000000,9,2
6790,19,41,1-19-2017-041-01,1,1,1,8,249.50248848962300000000,9,2
6826,19,44,1-19-2017-044-08,8,1,1,6,1264.82168849430000000000,9,2
6867,19,45,1-19-2017-045-02,2,1,1,2,178.30364945838700000000,9,2
6867,19,45,1-19-2017-045-02,2,1,2,6,178.30364945838700000000,9,2
6868,19,46,1-19-2017-046-05,5,1,1,2,283.11923036077500000000,9,2
6868,19,46,1-19-2017-046-05,5,1,2,6,283.11923036077500000000,9,2
6904,19,48,1-19-2017-048-01,1,1,1,2,144.57700864551200000000,9,2
6904,19,48,1-19-2017-048-01,1,1,2,2,144.57700864551200000000,9,2
6904,19,48,1-19-2017-048-01,1,1,3,6,144.57700864551200000000,9,2
6946,19,50,1-19-2017-050-03,3,1,1,2,292.08049170068200000000,9,2
7020,19,54,1-19-2017-054-01,1,1,1,99,334.48698003331000000000,9,2
7058,19,57,1-19-2017-057-10,10,1,1,2,9189.86912192756000000000,9,2
7058,19,57,1-19-2017-057-10,10,1,2,6,9189.86912192756000000000,9,2
7059,19,58,1-19-2017-058-04,4,2,1,99,1119.08307584669000000000,9,2
7115,19,60,1-19-2017-060-05,5,1,1,99,169.97030620833300000000,9,2
7162,19,61,1-19-2017-061-05,5,1,1,2,82.44532525020580000000,9,2
7162,19,61,1-19-2017-061-05,5,1,2,6,82.44532525020580000000,9,2
7163,19,62,1-19-2017-062-03,3,1,1,4,624.19684249779500000000,9,2
7164,19,63,1-19-2017-063-05,5,1,1,6,82.44532525020580000000,9,2
7225,19,67,1-19-2017-067-01,1,1,1,2,252.57481808980300000000,9,2
7225,19,67,1-19-2017-067-01,1,1,2,98,252.57481808980300000000,9,2
7263,19,69,1-19-2017-069-10,10,1,1,2,13104.52934272760000000000,9,2
7263,19,69,1-19-2017-069-10,10,1,2,6,13104.52934272760000000000,9,2
7264,19,70,1-19-2017-070-06,6,2,1,2,504.74673376362800000000,9,2
7313,19,71,1-19-2017-071-02,2,1,1,2,102.25436852187300000000,9,2
7313,19,71,1-19-2017-071-02,2,1,2,6,102.25436852187300000000,9,2
7315,19,73,1-19-2017-073-06,6,1,1,8,1873.17869437277000000000,9,2
7363,19,74,1-19-2017-074-10,10,1,1,4,7255.18554010693000000000,9,2
7363,19,74,1-19-2017-074-10,10,1,2,8,7255.18554010693000000000,9,2
7364,19,75,1-19-2017-075-08,8,1,1,2,215.27777464898600000000,9,2
7364,19,75,1-19-2017-075-08,8,1,2,6,215.27777464898600000000,9,2
7428,19,77,1-19-2017-077-04,4,1,1,8,1079.33398644682000000000,9,2
7588,19,84,1-19-2017-084-02,2,1,1,2,139.95942335359900000000,9,2
7588,19,84,1-19-2017-084-02,2,1,2,6,139.95942335359900000000,9,2
7658,19,85,1-19-2017-085-08,8,1,1,8,521.30132321064800000000,9,2
7659,19,86,1-19-2017-086-08,8,1,1,4,521.30132321064800000000,9,2
7659,19,86,1-19-2017-086-08,8,1,2,8,521.30132321064800000000,9,2
7660,19,87,1-19-2017-087-04,4,1,1,8,2139.39588755144000000000,9,2
7719,19,90,1-19-2017-090-09,9,1,1,2,1714.60742632915000000000,9,2
7719,19,90,1-19-2017-090-09,9,1,2,6,1714.60742632915000000000,9,2
7851,19,93,1-19-2017-093-02,2,1,1,8,102.08901342749200000000,9,2
7884,19,96,1-19-2017-096-02,2,1,1,2,193.46239816965600000000,9,2
7884,19,96,1-19-2017-096-02,2,1,2,6,193.46239816965600000000,9,2
7885,19,97,1-19-2017-097-01,1,1,1,8,401.34587739812000000000,9,2
7951,19,98,1-19-2017-098-05,5,1,1,6,115.22676805237600000000,9,2
7951,19,98,1-19-2017-098-05,5,1,2,7,115.22676805237600000000,9,2
7951,19,98,1-19-2017-098-05,5,1,3,4,115.22676805237600000000,9,2
7951,19,98,1-19-2017-098-05,5,1,4,8,115.22676805237600000000,9,2
7953,19,100,1-19-2017-100-07,7,1,1,2,4322.99062713303000000000,9,2
7953,19,100,1-19-2017-100-07,7,1,2,6,4322.99062713303000000000,9,2
7997,19,101,1-19-2017-101-07,7,1,1,2,1291.67508035249000000000,9,2
7997,19,101,1-19-2017-101-07,7,1,2,6,1291.67508035249000000000,9,2
7998,19,102,1-19-2017-102-08,8,1,1,2,305.99135154121100000000,9,2
7998,19,102,1-19-2017-102-08,8,1,2,6,305.99135154121100000000,9,2
7998,19,102,1-19-2017-102-08,8,1,3,7,305.99135154121100000000,9,2
7998,19,102,1-19-2017-102-08,8,1,4,4,305.99135154121100000000,9,2
7998,19,102,1-19-2017-102-08,8,1,5,8,305.99135154121100000000,9,2
8064,19,106,1-19-2017-106-04,4,1,1,2,1303.55011135808000000000,9,2
8064,19,106,1-19-2017-106-04,4,2,1,6,1303.55011135808000000000,9,2
8127,19,108,1-19-2017-108-09,9,1,1,8,1883.27135050704000000000,9,2
8207,19,112,1-19-2017-112-05,5,1,1,8,79.98489951025890000000,9,2
8251,19,113,1-19-2017-113-01,1,1,1,2,148.47238820833800000000,9,2
8251,19,113,1-19-2017-113-01,1,1,2,6,148.47238820833800000000,9,2
8366,19,117,1-19-2017-117-03,3,1,1,8,414.74687958437300000000,9,2
8416,19,119,1-19-2017-119-03,3,1,1,99,207.99126642578700000000,9,2
8567,19,125,1-19-2017-125-03,3,1,1,2,693.38320311199000000000,9,2
8567,19,125,1-19-2017-125-03,3,1,2,6,693.38320311199000000000,9,2
8611,19,127,1-19-2017-127-02,2,1,1,8,102.08901342749200000000,9,2
8700,19,130,1-19-2017-130-08,8,1,1,2,1502.31800595479000000000,9,2
8713,19,133,1-19-2017-133-04,4,1,1,8,7767.54055916040000000000,9,2
8803,19,134,1-19-2017-134-02,2,1,1,2,102.08901342749200000000,9,2
8803,19,134,1-19-2017-134-02,2,1,2,6,102.08901342749200000000,9,2
8865,19,137,1-19-2017-137-08,8,1,1,2,434.34617933488100000000,9,2
8865,19,137,1-19-2017-137-08,8,1,2,6,434.34617933488100000000,9,2
8866,19,138,1-19-2017-138-08,8,1,1,8,434.34617933488100000000,9,2
8867,19,139,1-19-2017-139-04,4,1,1,8,1782.53610427378000000000,9,2
8944,19,140,1-19-2017-140-01,1,1,1,8,144.57700864551200000000,9,2
6054,20,1,1-20-2017-001-10,10,1,1,98,31.99248475413540000000,11,2
6140,20,2,1-20-2017-002-03,3,1,1,6,51.74195237834650000000,11,2
6206,20,3,1-20-2017-003-02,2,1,1,2,39.06733804536630000000,11,2
6206,20,3,1-20-2017-003-02,2,1,2,6,39.06733804536630000000,11,2
6272,20,6,1-20-2017-006-01,1,1,1,6,52.18312065637570000000,11,2
6372,20,12,1-20-2017-012-07,7,1,1,2,670.91945689348000000000,11,2
6372,20,12,1-20-2017-012-07,7,1,2,3,670.91945689348000000000,11,2
6372,20,12,1-20-2017-012-07,7,1,3,8,670.91945689348000000000,11,2
6413,20,13,1-20-2017-013-01,1,1,1,8,63.49479916266580000000,11,2
6458,20,15,1-20-2017-015-10,10,1,1,6,2128.26805578410000000000,11,2
6455,20,16,1-20-2017-016-06,6,1,1,8,278.96588652045300000000,11,2
6509,20,18,1-20-2017-018-08,8,1,1,8,306.99422145831300000000,11,2
6548,20,19,1-20-2017-019-10,10,1,1,2,3008.70123621791000000000,11,2
6548,20,19,1-20-2017-019-10,10,1,2,6,3008.70123621791000000000,11,2
6549,20,20,1-20-2017-020-09,9,1,1,6,1367.98268811992000000000,11,2
6597,20,21,1-20-2017-021-06,6,1,1,2,282.61000526536200000000,11,2
6597,20,21,1-20-2017-021-06,6,1,2,3,282.61000526536200000000,11,2
6597,20,21,1-20-2017-021-06,6,1,3,8,282.61000526536200000000,11,2
6640,20,24,1-20-2017-024-01,1,1,1,4,69.28855850244140000000,11,2
6640,20,24,1-20-2017-024-01,1,1,2,8,69.28855850244140000000,11,2
6729,20,29,1-20-2017-029-09,9,1,1,2,726.26986988851600000000,11,2
6764,20,30,1-20-2017-030-03,3,1,1,8,1034.98607246191000000000,11,2
6802,20,31,1-20-2017-031-06,6,1,1,2,736.16440475029800000000,11,2
6806,20,33,1-20-2017-033-08,8,1,1,6,313.37870302556000000000,11,2
6806,20,33,1-20-2017-033-08,8,1,2,98,313.37870302556000000000,11,2
6842,20,36,1-20-2017-036-10,10,1,1,8,1015.36148488437000000000,11,2
6877,20,38,1-20-2017-038-08,8,1,1,6,222.08499015785700000000,11,2
6878,20,39,1-20-2017-039-06,6,2,1,2,521.70445216948900000000,11,2
6923,20,42,1-20-2017-042-01,1,1,1,8,52.19582469782480000000,11,2
6965,20,44,1-20-2017-044-05,5,1,1,8,73.05340524785740000000,11,2
6971,20,46,1-20-2017-046-02,2,1,1,2,39.06733804536630000000,11,2
7078,20,52,1-20-2017-052-08,8,2,1,2,323.36496164919700000000,11,2
7079,20,53,1-20-2017-053-07,7,1,1,2,1659.45466607248000000000,11,2
7079,20,53,1-20-2017-053-07,7,1,2,6,1659.45466607248000000000,11,2
7090,20,55,1-20-2017-055-02,2,1,1,6,39.06733804536630000000,11,2
7191,20,60,1-20-2017-060-02,2,1,1,8,39.06733804536630000000,11,2
7183,20,61,1-20-2017-061-09,9,1,1,6,1958.12195970583000000000,11,2
7239,20,66,1-20-2017-066-03,3,1,1,8,143.69377211274000000000,11,2
7239,20,66,1-20-2017-066-03,3,1,2,9,143.69377211274000000000,11,2
7239,20,66,1-20-2017-066-03,3,1,3,8,143.69377211274000000000,11,2
7282,20,67,1-20-2017-067-09,9,1,1,8,1428.57730217801000000000,11,2
7283,20,68,1-20-2017-068-09,9,1,1,2,1428.57730217801000000000,11,2
7342,20,74,1-20-2017-074-08,8,1,1,6,73.23026241871340000000,11,2
7545,20,84,1-20-2017-084-01,1,1,1,2,50.02597441831630000000,11,2
7557,20,85,1-20-2017-085-04,4,1,1,2,673.60444834326800000000,11,2
7559,20,86,1-20-2017-086-08,8,1,1,8,175.73613529640300000000,11,2
7559,20,86,1-20-2017-086-08,8,1,2,9,175.73613529640300000000,11,2
7559,20,86,1-20-2017-086-08,8,1,3,6,175.73613529640300000000,11,2
7610,20,87,1-20-2017-087-03,3,1,1,8,541.82133208825800000000,11,2
7686,20,88,1-20-2017-088-08,8,1,1,8,136.91200738205900000000,11,2
7686,20,88,1-20-2017-088-08,8,1,2,9,136.91200738205900000000,11,2
7686,20,88,1-20-2017-088-08,8,1,3,6,136.91200738205900000000,11,2
7689,20,91,1-20-2017-091-07,7,1,1,8,702.60942414034600000000,11,2
7694,20,92,1-20-2017-092-04,4,2,1,2,524.78983362534800000000,11,2
7736,20,94,1-20-2017-094-02,2,1,1,8,39.06733804536630000000,11,2
7737,20,95,1-20-2017-095-03,3,1,1,6,398.76935247050900000000,11,2
7799,20,97,1-20-2017-097-04,4,1,1,6,2093.85301879526000000000,11,2
7799,20,97,1-20-2017-097-04,4,1,2,7,2093.85301879526000000000,11,2
7799,20,97,1-20-2017-097-04,4,1,3,8,2093.85301879526000000000,11,2
7915,20,103,1-20-2017-103-01,1,1,1,2,88.90847183912900000000,11,2
7914,20,105,1-20-2017-105-05,5,1,1,2,64.46659981848830000000,11,2
7914,20,105,1-20-2017-105-05,5,1,2,6,64.46659981848830000000,11,2
7962,20,106,1-20-2017-106-09,9,1,1,6,843.75224176338900000000,11,2
7963,20,107,1-20-2017-107-08,8,1,1,2,103.54588377132300000000,11,2
7963,20,107,1-20-2017-107-08,8,1,2,6,103.54588377132300000000,11,2
8016,20,110,1-20-2017-110-01,1,1,1,8,56.81933354281490000000,11,2
8016,20,110,1-20-2017-110-01,1,1,2,9,56.81933354281490000000,11,2
8044,20,113,1-20-2017-113-07,7,1,1,4,1024.31629768231000000000,11,2
8098,20,118,1-20-2017-118-04,4,1,1,8,334.01392803978500000000,11,2
8169,20,119,1-20-2017-119-03,3,1,1,8,140.67471679379700000000,11,2
8169,20,119,1-20-2017-119-03,3,1,2,9,140.67471679379700000000,11,2
8171,20,121,1-20-2017-121-03,3,1,1,6,140.67471679379700000000,11,2
8227,20,123,1-20-2017-123-06,6,1,1,2,513.41146111088100000000,11,2
8232,20,125,1-20-2017-125-03,3,1,1,2,264.71270186846700000000,11,2
8234,20,126,1-20-2017-126-09,9,1,1,8,1780.91144232791000000000,11,2
8383,20,133,1-20-2017-133-06,6,1,1,2,660.66111591016900000000,11,2
8384,20,134,1-20-2017-134-02,2,1,1,8,39.06733804536630000000,11,2
8436,20,136,1-20-2017-136-06,6,1,1,6,251.65386651402400000000,11,2
8518,20,141,1-20-2017-141-05,5,1,1,6,36.14618939188560000000,11,2
8581,20,146,1-20-2017-146-07,7,1,1,8,914.10565925969300000000,11,2
8582,20,147,1-20-2017-147-03,3,1,1,8,215.74389846511000000000,11,2
8641,20,148,1-20-2017-148-02,2,1,1,2,126.21531659719600000000,11,2
8763,20,152,1-20-2017-152-04,4,1,1,4,809.19022299613200000000,11,2
8763,20,152,1-20-2017-152-04,4,3,1,98,809.19022299613200000000,11,2
8768,20,153,1-20-2017-153-03,3,1,1,8,255.69445426619000000000,11,2
8825,20,154,1-20-2017-154-05,5,1,1,6,37.31615053221780000000,11,2
8863,20,159,1-20-2017-159-04,4,1,1,8,772.06038218664600000000,11,2
8973,20,162,1-20-2017-162-02,2,1,1,2,39.06733804536630000000,11,2
8985,20,165,1-20-2017-165-03,3,1,1,8,152.30968320706700000000,11,2
9047,20,168,1-20-2017-168-03,3,1,1,2,199.63962749309100000000,11,2
6133,21,1,1-21-2017-001-03,3,1,1,8,299.98594818982000000000,11,2
6134,21,2,1-21-2017-002-09,9,1,1,6,440.92759335111400000000,11,2
6197,21,3,1-21-2017-003-10,10,1,1,8,10784.54774538620000000000,11,2
6313,21,5,1-21-2017-005-03,3,1,1,8,777.20307552432400000000,11,2
6542,21,10,1-21-2017-010-10,10,1,1,2,6259.16606446051000000000,11,2
6636,21,12,1-21-2017-012-10,10,1,1,8,659.48436038790100000000,11,2
6679,21,13,1-21-2017-013-08,8,1,1,2,871.90685762861200000000,11,2
6679,21,13,1-21-2017-013-08,8,1,2,3,871.90685762861200000000,11,2
6679,21,13,1-21-2017-013-08,8,1,3,8,871.90685762861200000000,11,2
6730,21,14,1-21-2017-014-04,4,2,1,2,2221.76994369018000000000,11,2
6753,21,15,1-21-2017-015-06,6,1,1,8,554.68515997255800000000,11,2
6909,21,19,1-21-2017-019-04,4,1,1,4,559.90610163616200000000,11,2
6955,21,20,1-21-2017-020-10,10,1,1,8,6194.83177347751000000000,11,2
6989,21,21,1-21-2017-021-04,4,1,1,2,901.70201341217100000000,11,2
6989,21,21,1-21-2017-021-04,4,1,2,2,901.70201341217100000000,11,2
6989,21,21,1-21-2017-021-04,4,1,3,2,901.70201341217100000000,11,2
6989,21,21,1-21-2017-021-04,4,1,4,2,901.70201341217100000000,11,2
6989,21,21,1-21-2017-021-04,4,1,5,6,901.70201341217100000000,11,2
7187,21,24,1-21-2017-024-09,9,1,1,6,1280.88780295301000000000,11,2
7271,21,27,1-21-2017-027-03,3,1,1,2,327.88849704859000000000,11,2
7319,21,28,1-21-2017-028-03,3,1,1,2,367.46719304229100000000,11,2
7319,21,28,1-21-2017-028-03,3,1,2,2,367.46719304229100000000,11,2
7319,21,28,1-21-2017-028-03,3,1,3,2,367.46719304229100000000,11,2
7319,21,28,1-21-2017-028-03,3,1,4,6,367.46719304229100000000,11,2
7320,21,29,1-21-2017-029-07,7,1,1,8,1314.13987079159000000000,11,2
7374,21,30,1-21-2017-030-04,4,1,1,8,222.37813946090000000000,11,2
7440,21,33,1-21-2017-033-04,4,1,1,2,511.36162861486400000000,11,2
7441,21,34,1-21-2017-034-10,10,2,1,2,2507.36352072078000000000,11,2
7608,21,40,1-21-2017-040-07,7,1,1,8,538.76546251765700000000,11,2
7609,21,41,1-21-2017-041-09,9,2,1,2,667.81913027474100000000,11,2
7667,21,42,1-21-2017-042-07,7,1,1,2,722.11786068221000000000,11,2
7667,21,42,1-21-2017-042-07,7,1,2,2,722.11786068221000000000,11,2
7667,21,42,1-21-2017-042-07,7,1,3,6,722.11786068221000000000,11,2
7669,21,44,1-21-2017-044-03,3,1,1,8,201.92266379861900000000,11,2
7793,21,48,1-21-2017-048-03,3,1,1,2,201.69740988543500000000,11,2
7779,21,49,1-21-2017-049-09,9,1,1,2,482.91313097931200000000,11,2
7779,21,49,1-21-2017-049-09,9,1,2,6,482.91313097931200000000,11,2
7794,21,50,1-21-2017-050-03,3,1,1,2,108.93987847511800000000,11,2
7794,21,50,1-21-2017-050-03,3,1,2,6,108.93987847511800000000,11,2
7841,21,52,1-21-2017-052-06,6,1,1,6,193.07074573822400000000,11,2
7895,21,53,1-21-2017-053-03,3,2,1,2,345.73930035819200000000,11,2
7950,21,54,1-21-2017-054-09,9,1,1,8,1550.29227762729000000000,11,2
8212,21,59,1-21-2017-059-06,6,1,1,99,302.31149332881800000000,11,2
8272,21,60,1-21-2017-060-03,3,1,1,99,255.11396819240000000000,11,2
8272,21,60,1-21-2017-060-03,3,2,1,99,255.11396819240000000000,11,2
8373,21,62,1-21-2017-062-03,3,1,1,2,201.69740988543500000000,11,2
8391,21,63,1-21-2017-063-06,6,1,1,8,290.27603045076400000000,11,2
8430,21,64,1-21-2017-064-03,3,1,1,2,201.69740988543500000000,11,2
8430,21,64,1-21-2017-064-03,3,1,2,6,201.69740988543500000000,11,2
8431,21,65,1-21-2017-065-09,9,1,1,8,309.07328079168100000000,11,2
